film,prod_team,dir_team,director,camera_team,prod_manage_team,depth,download_timeout,download_slot,download_latency,year,country
Khanjar,,,Atma Ram,,,3,180.0,13.33.87.143,0.141556978225708,,
Murderous Intent,"Len Anthony,James Harrington,Karalee Harrington",,Len Anthony,,,3,180.0,13.33.87.143,0.14565300941467285,  1985,USA
Escape from Coral Cove,"Wai-Hung Mak,Sum Wong","Ting-Yiu Lee,Man-Kei Yiu",Terence Chang,"Alan Fan,Hak-Chung Kap,Hang-Sang Poon,Sum Wong",,3,180.0,13.33.87.143,0.1622180938720703,21 May 1986,Hong Kong
Aapas Ki Baat,"Salim Akhtar,Shama Akhtar,Roshan Lal Kundra","Kamal,Hardayal Singh Kapoor,Rakesh Malhotra,Moni Sharma",Harmesh Malhotra,"Vinod Palav,D.P. Shinde,Shyam Rao Shiposkar",,3,180.0,13.33.87.143,0.13330912590026855,21 November 1981,India
Ninja Kids,"Wei-Kuang Fu,Chang-Liang King,Kuo-Ren Wu",,Shih Hao Ko,,,3,180.0,13.33.87.143,0.22545218467712402,,
Stones of Death,"Lynn Barker,Tom Broadbridge,Charles Hannah,David Hannay","Deuel Droogan,Paul Grinder",James Bogle,Ian Bird,,3,180.0,13.33.87.143,0.2355339527130127,15 May 1988,"France,USA"
Red Desert Penitentiary,George Sluizer,Manuela Hartsuyker,George Sluizer,"Eric Goethals,Jim Goswick,Theo Ligthart,Susan Perry,Terry Revis,John Wayne Taylor",,3,180.0,13.33.87.143,0.3810300827026367,May 1985,"France,Netherlands,Netherlands,Finland"
I camionisti,"Renato Jaboni,Raimondo Vianello",,Flavio Mogherini,,,3,180.0,13.33.87.143,0.4773130416870117,10 September 1982,"Italy,West Germany"
Fuego negro,,,Raúl Fernández,,,3,180.0,13.33.87.143,0.17379093170166016,20 September 1979,Mexico
Manusia enam juta dollar,,,Ali Shahab,,,3,180.0,13.33.87.143,0.15080618858337402,  1981,Indonesia
Die Schaukel,Luggi Waldleitner,,Percy Adlon,,,3,180.0,13.33.87.143,3.7423789501190186,14 October 1983,"West Germany,USA,Finland"
Hudas,,,Cesar S.B. Abella,,,3,180.0,13.33.87.143,1.8930470943450928,  1987,Philippines
Zakhmi Sher,Tutu Sharma,,Narayana Rao Dasari,,,3,180.0,13.33.87.143,0.13005685806274414,,
Mahovina na asfaltu,Petar Sobajic,Dragoljub Petrovic,Jovan Rancic,"Vladan Banovic,Cedomir Blazic,Milan Radosavljevic",,3,180.0,13.33.87.143,0.41017794609069824,,
Cacería humana,Valentín Trujillo,,Valentín Trujillo,,,3,180.0,13.33.87.143,0.15194487571716309,22 October 1987,Mexico
Ninja Hunt,"Betty Chan,Joseph Lai,Terence Wong",,"Joseph Lai,Godfrey Ho",,,3,180.0,13.33.87.143,0.14577198028564453,  1988,West Germany
Solva Sawan,,,Bharathiraja,,,3,180.0,13.33.87.143,0.1569371223449707,,
Cordélia,"Roger Frappier,Jacques Gagné,Jean-Marc Garand",Jacques W. Benoit,Jean Beaudin,,,3,180.0,13.33.87.143,0.13671207427978516,7 February 1980,Canada
Se lo scopre Gargiulo,Gianni Minervini,"Antonio Gabrielli,Salvatore Morello",Elvio Porta,"Antonio Benetti,Valentina Curati,Stefano Forcina,Antonio Leurini,Renato Lomiry,Carlo Montuori,Giuseppe Pagnotta,Stefano Pinis,Giancarlo Rocchetti,Claudio Sabatini,Pino Venditti",,3,180.0,13.33.87.143,0.21521997451782227,15 May 1988,"France,Italy"
"Elsa, Elsa",,"Philippe Godefroy,Christophe Jankovic,Christophe Marillier",Didier Haudepin,,,3,180.0,13.33.87.143,0.14889001846313477,23 October 1985,France
Night Dreams,Nicolas Hippisley-Coxe,,,,,3,180.0,13.33.87.143,0.15627002716064453,,
Miracle Fighters 4,Wei Lo,,Chi-Hwa Chen,,,3,180.0,13.33.87.143,0.18290281295776367,20 March 1986,Taiwan
Moonzund,,,Aleksandr Muratov,Vladimir Shadrov,,3,180.0,13.33.87.143,0.20619916915893555,  1987,Soviet Union
Blue Line,"Franco Battista,Tom Berry,Andy Thomson",John Rainey,Marc F. Voizard,,,3,180.0,13.33.87.143,0.19042611122131348,2 September 1985,USA
Fresh Kill,Joseph Merhi,,Joseph Merhi,,,3,180.0,13.33.87.143,0.13476777076721191,June 1988,"West Germany,Japan"
Las mujeres son cosa de guapos,,,Hugo Sofovich,Juan José Fernández,,3,180.0,13.33.87.143,0.17689299583435059,18 June 1981,"Argentina,Argentina,Argentina"
Fanny Pelopaja,"Carlos Durán,Raoul Katz","Antoni Bolinches,Manuel Lombardero,François Luciani",Vicente Aranda,"Juan Amorós,Jesús Ballesta,Agnes Blot,Pedro Bravo,Fernando Moreno,Francisco Riba,Ramiro Sabell,Pedro Villarreal",,3,180.0,13.33.87.143,0.7130022048950195,2 July 1984,"Spain,France,Spain,Finland,Czech Republic"
Käthe Kollwitz,,,Ralf Kirsten,Norbert Kuhröber,,3,180.0,13.33.87.143,0.18421196937561035,,
Reefer and the Model,Lelia Doolan,,Joe Comerford,,,3,180.0,13.33.87.143,0.18290090560913086,5 August 1988,"Ireland,Finland,Ireland"
Unaroo,,,Mani Ratnam,,,3,180.0,13.33.87.143,0.17777419090270996,,
Ilakkangal,,,Mohan,,,3,180.0,13.33.87.143,0.16967391967773438,,
Revenge of the Black Wolf,Luis Méndez,Mariano Canales,Rafael Romero Marchent,"Julio Burgos,Juan Cobo,Fernando Espiga,Felipe López,Gregorio Marqués,Andrés Torres,José Antonio Villalba",,3,180.0,13.33.87.143,0.17647814750671387,  1981,Spain
Chanoc y el hijo del Santo contra los vampiros asesinos,"Rafael Pérez Grovas,Alfredo Uribe",José Amezquita,Rafael Pérez Grovas,"Salvador Cerecero,Carlos Lara",,3,180.0,13.33.87.143,0.1818859577178955,,
Lingeries fines et perverses,Jean-François Davy,Gérard Pujolar,Jean-François Davy,"Martial Deleau,Gérard Monceau",,3,180.0,13.33.87.143,0.462230920791626,  1984,France
Ada in the Jungle,"Alain Depardieu,Jean-Pierre Ramsay-Levi",,Gérard Zingg,Eric Thurot,,3,180.0,13.33.87.143,0.1834239959716797,28 September 1988,France
Covert Action,"Marc L. Bailin,J. Christian Ingvordsen,Steven Kaman,Danny Kuchuck,Rick Washburn",,J. Christian Ingvordsen,Paul Birk,,3,180.0,13.33.87.143,0.18644118309020996,29 June 1988,USA
Os Trombadinhas,"Livio Bruni,Pelé,Roberto Ribeiro",Julian Romeu,Anselmo Duarte,"Rubens Eleutério,Ulisses Malta",,3,180.0,13.33.87.143,0.15061211585998535,18 February 1980,Brazil
Galyon,Ivan Tors,,Ivan Tors,,,3,180.0,13.33.87.143,0.11925101280212402,18 September 1980,"Portugal,West Germany"
Nyayavidhi,,,Joshi,,,3,180.0,13.33.87.143,0.12531828880310059,14 September 1986,India
I Was a Zombie for the F.B.I.,,,Marius Penczner,,,3,180.0,13.33.87.143,0.31194376945495605,,
So Is This,,,Michael Snow,,,3,180.0,13.33.87.143,0.0996239185333252,20 February 1983,West Germany
Mhari Pyari Chanana,,,Jatin Kumar,,,3,180.0,13.33.87.143,0.1575298309326172,,
Cop Killer,Pasan Leung,Kwok-Hon Mok,Pasan Leung,,,3,180.0,13.33.87.143,0.19919228553771973,30 April 1982,Hong Kong
En flicka på halsen,"Mats Arehn,Peter Kropenin",,Tomas Löfdahl,"Denise Grünstein,Bertil Rosengren",,3,180.0,13.33.87.143,0.33535194396972656,13 August 1982,"Sweden,Finland"
Bharatamlo Arjunudu,,,K. Raghavendra Rao,,,3,180.0,13.33.87.143,0.16530680656433105,29 May 1987,India
Le voyage,"Herbert De Zaltza,Léon Desclozeaux,Roger André Larrieu,Khalil Osman","Mahmoud Abdul Shafti,Mustafa Gamal El Din,Jean-David Lefebvre,Catherine Polanchet",Michel Andrieu,"Hassan Al Dokch,Enayat Al Motey,Mohamed Aly,Guido Bianchi,Yves Chahuneau,Gérard de Battista,Gil Fontbonne,Jacques Frejabue,Usama Ibrahim,Mohamed Abdul Khalek,Hassan Khalil,Bertrand Laforêt,Didier Ory,Olivier Petitjean",,3,180.0,13.33.87.143,0.15620088577270508,5 September 1984,"France,Canada"
La vendedora de ropa interior,,Pedro Labat,Germán Lorente,"Julio Burgos,Miguel Fernández,Luis Peña,Miguel Sabido,Santiago Tejedor",,3,180.0,13.33.87.143,0.18169331550598145,19 April 1982,"Spain,Spain"
In the Heat of the Night,,,Kil-soo Chang,,,3,180.0,13.33.87.143,0.14746713638305664,31 August 1985,South Korea
Mouna Geethanagal,,,Bhagyaraj,,,3,180.0,13.33.87.143,0.15851283073425293,,
Sunset at Chaopraya,,,Ruj Ronapop,,,3,180.0,13.33.87.143,0.14176011085510254,12 February 1988,Thailand
An Uneventful Story,,"Marek Ciecierski,Alicja Kluba,Hanna Ostrach,Waldemar Prokopowicz,Janusz Weychert",Wojciech Has,"Jan Górski,Stanislaw Matuszewski,Piotr Sobocinski",,3,180.0,13.33.87.143,0.14820218086242676,12 September 1983,Poland
Movie in Action,"Conrad Taylor,K.Y. Lim","Don Gibson,Ted Thomas,Tommy Thompson",Teddy Page,"Roy Anders,William Anderson,Alex Cohen,Anthony Hope,Victor O'Neil,James Park,George Sanders,Frank Wilson",,3,180.0,13.33.87.143,0.17680692672729492,February 1988,West Germany
Une robe noire pour un tueur,Jean-Paul De Vidas,Jean-Patrick Costantini,José Giovanni,Yves Agostini,,3,180.0,13.33.87.143,0.19774603843688965,14 January 1981,"France,Portugal,Hungary,East Germany,West Germany"
Höjdhoppar'n,Bert Sundberg,,Lars Molin,"Åke Brandhild,Michael Rosengren,Solveig Warner",,3,180.0,13.33.87.143,0.18908023834228516,14 February 1981,"Sweden,Finland"
Medeni mjesec,,Dragutin Krencer,Nikola Babic,"Branko Knez,Tihomir Marcius",,3,180.0,13.33.87.143,0.20627784729003906,30 May 1983,Yugoslavia
Fontan,,,Yuri Mamin,,,3,180.0,13.33.87.143,0.17297101020812988,September 1988,"Soviet Union,Canada,France,Netherlands,Hungary,Russia"
Y del seguro... líbranos Señor!,,,Antonio del Real,Ramiro Sabell,,3,180.0,13.33.87.143,0.1085660457611084,,
The Catch,"Shuji Miyajima,Kanji Nakagawa,Akira Oda",,Shinji Sômai,,,3,180.0,13.33.87.143,0.19576382637023926,29 October 1983,"Japan,Singapore"
Las aventuras de Enrique y Ana,"José Luis Gil,Helena Matas",José Ramos Paíno,Ramón Fernández,"Laureano López,Julio Madurga",,3,180.0,13.33.87.143,0.22895526885986328,18 December 1981,Spain
Anmol Sitaare,Dharampriya Das,,Geethapryia,,,3,180.0,13.33.87.143,0.15697979927062988,  1982,India
Ein dicker Hund,"Otto Retzer,Erich Tomek",Nikolai Müllerschön,Franz Marischka,Peter Bischoff,,3,180.0,13.33.87.143,0.16817283630371094,17 December 1982,West Germany
Desmadre mexicano,,,Gabriel Hernandez,,,3,180.0,13.33.87.143,0.18732380867004395,  1988,Mexico
Matatalim na pangil sa gubat,"Angie Pineda,Joey P. Pineda,Lita Santos,Manuel Yu",,Pepe Marcos,,,3,180.0,13.33.87.143,0.16577672958374023,19 June 1986,Philippines
Mesh,Hilton Cook,,Andrew J. Smith,,,3,180.0,13.33.87.143,0.1256089210510254,27 September 1987,South Africa
Silaha yeminliydim,Sönmez Yikilmaz,,Ugur Duru,,,3,180.0,13.33.87.143,0.18990707397460938,  1987,Turkey
Mujhe Shakti Do,Amarlal P. Chhabria,,Sharad Chaudhary,,,3,180.0,13.33.87.143,0.14223408699035645,,
The Turning Point,,Irene Weigel,Frank Beyer,"Eckhardt Hartkopf,Jürgen Jankowski,Dieter Lück",,3,180.0,13.33.87.143,0.10988092422485352,20 January 1983,"East Germany,Hungary,West Germany,Denmark"
Laparwah,F.A. Nadiadwala,,Ravikant Nagaich,,,3,180.0,13.33.87.143,0.14088869094848633,,
Dges game utenebia,,,Lana Gogoberidze,,,3,180.0,13.33.87.143,0.1616668701171875,May 1984,"France,Finland,East Germany,Hungary"
Farewell Illusions,,,"Petter Vennerød,Svend Wam","Christian Berrum,Torleif Hauge,Valter Nilsen,Kaare Storemyr",,3,180.0,13.33.87.143,0.2114553451538086,13 March 1985,"Norway,Sweden"
A Day of Judgment,"Worth Keeter,Earl Owensby",Suzanne Harris,Charles Reynolds,"Alton Chewning,Warren Gentry,Fritz Jon Goforth,Jimmy Hammett",,3,180.0,13.33.87.143,0.15660500526428223,,
La guerra santa,,,Carlos Enrique Taboada,,,3,180.0,13.33.87.143,0.16350889205932617,5 July 1979,Mexico
Mavi yolculuk,"Sungur Esen,Ibrahim Mertoglu",Mesut Taner,Zafer Par,"Orhan Erler,Selahattin Ilhan,Ergün Simsek,Mesut Çagdas",,3,180.0,13.33.87.143,0.1993398666381836,  1986,Turkey
Manila Ki Bijlian,Jan Mohammed,,Jan Mohammed,,,3,180.0,13.33.87.143,0.18885183334350586,28 May 1987,Pakistan
"Az Men Git, Nemt Men","Yair Pradelsky,Yisrael Ringel",,Alfred Steinhardt,Yuda Tatarko,,3,180.0,13.33.87.143,0.15724492073059082,  1982,Israel
Revenge of the Humanoids,Albert Barillé,,Albert Barillé,,,3,180.0,13.33.87.143,0.12267589569091797,26 January 1983,"France,Finland"
Chidambaram,,,Govindan Aravindan,,,3,180.0,13.33.87.143,0.14709830284118652,,
Ninja Operation 6: Champion on Fire,"Betty Chan,Joseph Lai,Derwin Pang,Larry Tsui","Samuel Tang,Nicholas Wan","Joseph Lai,Godfrey Ho","Wilson Chan,Paul Hung,Stewart Tam,Jason Wang",,3,180.0,13.33.87.143,0.20788311958312988,  1988,West Germany
Growing Up,Hsiao-Hsien Hou,,Kun-Hou Chen,Chan Chang,,3,180.0,13.33.87.143,0.15821003913879395,29 January 1983,"Taiwan,USA,Hong Kong,Czech Republic,Netherlands"
Premave Balina Belaku,,,A.V. Seshagiri Rao,,,3,180.0,13.33.87.143,0.12511110305786133,,
Bionic Ninja,"Betty Chan,Larry Chen,Joseph Lai,Joe Wong","Samuel Tang,Nicholas Wan",Godfrey Ho,"Wilson Chan,Paul Hung,Leo Lau,Stewart Tam",,3,180.0,13.33.87.143,0.1959209442138672,,
Looking for Jesus,"Achille Manzotti,Simon Mizrahi",Maurizio Sciarra,Luigi Comencini,,,3,180.0,13.33.87.143,0.13060927391052246,3 March 1982,"Italy,France,West Germany"
L'affaire des divisions Morituri,F.J. Ossang,,F.J. Ossang,,,3,180.0,13.33.87.143,0.1589341163635254,13 November 1985,"France,Netherlands"
Takkar,Seshagiri Rao,,K. Bapaiah,,,3,180.0,13.33.87.143,0.11559104919433594,,
Debeli i mrsavi,Milan Bozic,,Svetislav Prelic,,,3,180.0,13.33.87.143,0.15113115310668945,17 June 1985,Yugoslavia
La ilegal,Fabián Arnaud,"Félix Martín,Miles McNamara,José Luis Ortega",Arturo Ripstein,"Jim Bogard,Jim Enochs,Lawrence Purcell,Ronald Raschke,José Luis Solís,David Wisnievitz,Gerald B. Wolfe",,3,180.0,13.33.87.143,0.1700000762939453,1 November 1979,"Mexico,Colombia,Czechoslovakia"
Swathi Thirunal,G.P. Vijayakumar,,Lenin Rajendran,,,3,180.0,13.33.87.143,0.10772204399108887,,
Femmes de personne,Alain Terzian,"Alain-Michel Blanc,Michel Thibaud",Christopher Frank,Jean Harnois,,3,180.0,13.33.87.143,0.1769390106201172,14 March 1984,"France,USA"
The Big Blue,"Yoram Mandel,Angelika Saleh,Joseph Saleh",,Andrew Horn,Massimo Zeri,,3,180.0,13.33.87.143,0.17907094955444336,13 February 1988,West Germany
Goldy: The Last of the Golden Bears,John Quinn,,Trevor Black,"Chris Lombardi,Gilbert Prowler,John Quinn,James Rapp,James Shaw,Cathy Zheutlin",,3,180.0,13.33.87.143,0.13408589363098145,,
Crosstalk,"Ross Matthews,Errol Sullivan","Steve E. Andrews,Marshall Crosby,Mark Lamprell,Philip Worth",Mark Egerton,"Pav Govind,Terry Jacklin,Andy Reid,David Williamson",,3,180.0,13.33.87.143,0.19079804420471191,8 October 1982,Australia
"Getting to Know the Big, Wide World",,,Kira Muratova,,,3,180.0,13.33.87.143,0.20394587516784668,February 1980,"Soviet Union,Argentina"
Tian shi zhuang xie,,Catherine Lau,Woo-Ping Yuen,Wing-Kwong Chow,,3,180.0,13.33.87.143,0.11652493476867676,9 July 1983,"Taiwan,Hong Kong,Philippines,Finland"
Pyar Ho Gaya,Raojibhai J. Patel,,Girish Manukant,,,3,180.0,13.33.87.143,0.18674802780151367,  1986,India
The Green Pastures,"José María González Sinde,José Luis Tafur",Benito Rabal,José Luis Garci,"Manuel Blanco,Francisco García,Salvador Gil,Santiago Gordo,Felipe López,Rafael Martín,Saturnino Pita,Valero,Juan José Vázquez",,3,180.0,13.33.87.143,0.1570281982421875,26 March 1979,"Spain,Uruguay"
Jaka Sembung & Bergola Ijo,Gope T. Samtani,,H. Tjut Djalil,,,3,180.0,13.33.87.143,0.15728378295898438,June 1985,"Indonesia,France"
Jom,,,Ababacar Samb-Makharam,,,3,180.0,13.33.87.143,0.18422222137451172,  1982,"France,USA,USA,France"
O princezne Jasnence a létajícím sevci,Jirí Beránek,"Krystof Hanzlík,Jirí Ivanov,Helena Rohanová",Zdenek Troska,"Oldrich Eichler,Michal Fairaizl,Václav Helliman,Milan Resl,Ladislav Sindelar,Jaroslav Sinkule,Michal Skoda",,3,180.0,13.33.87.143,0.25806498527526855,1 December 1987,"Czechoslovakia,Poland,East Germany,Finland,Denmark,West Germany"
Der Spiegel,"Udo Heiland,Joachim von Vietinghoff",,Erden Kiral,,,3,180.0,13.33.87.143,0.186873197555542,3 October 1984,"West Germany,Portugal,Greece"
Matar Saudades,"Fernando Matos Silva,José Luís Vasconcelos",,Fernando Lopes,"Carlos Mena,Raul Soares,Michel Tomasi",,3,180.0,13.33.87.143,0.18047881126403809,26 August 1988,"Portugal,Netherlands"
Murimgori,"Tomas Tang,M.S. Wang,Dallie Yeung,Ok-chu Yu",,"Jeong-yong Kim,Tomas Tang",Donald Lim,,3,180.0,13.33.87.143,0.14876079559326172,5 November 1982,"South Korea,Hong Kong"
Kick or Die,"David Barrett,Chris Davies,Lionel A. Ephraim,Don L. Parker","Richard Green,Mark Roper,Robert J. Smawley",Charles Norton,,,3,180.0,13.33.87.143,0.16992521286010742,November 1987,"USA,UK,Portugal"
Geetha,,,Shankar Nag,,,3,180.0,13.33.87.143,0.11196708679199219,  1981,India
En peligro de muerte,Valentín Trujillo,,Antonio de Anda,,,3,180.0,13.33.87.143,0.16443872451782227,11 August 1988,Mexico
Contrato con la muerte,Juan Fernando Pérez Gavilán,Francisco Guerrero,Alfredo Gurrola,"Fermín Hernández,Fernando Moreno,Roberto Rivera",,3,180.0,13.33.87.143,0.23798799514770508,2 May 1985,Mexico
Biu choa kam,"Anthony Chan,Anthony Chow","Bosco Lam,Shun Chuen Law",Alfred Cheung,Heung-Kong Chan,,3,180.0,13.33.87.143,0.1133880615234375,12 November 1987,"Taiwan,Hong Kong,South Korea"
Morgen in Alabama,Norbert Kückelmann,"Peter Carpentier,Renate Leiffer",Norbert Kückelmann,"Norbert Düring,Renato Fortunato,Walter Hailer,Rodger Hinrichs,Heinz Pusl,Ina Scholl",,3,180.0,13.33.87.143,0.22813200950622559,23 February 1984,"West Germany,West Germany,Sweden,USA,Argentina,Netherlands"
Os Trapalhões e o Mágico de Oróz,"Renato Aragão,Paulo Aragão Neto",,"Victor Lustosa,Dedé Santana","Ademir,Ricardo Aragão,Tião deLuna,Edsoa Farras,Paul Fejao,Walter Guimarães,Cezar Moraes,Delmindo Peçanha,Zenarde Ranavel,José Tadeu Ribeiro",,3,180.0,13.33.87.143,0.1862640380859375,,
These Ruins That You See,,,Julián Pastor,,,3,180.0,13.33.87.143,0.1538989543914795,30 August 1979,Mexico
Faust - Vom Himmel durch die Welt zur Hölle,Günter Rohrbach,,Dieter Dorn,,,3,180.0,13.33.87.143,0.1546010971069336,27 October 1988,West Germany
The Terrible Couple,"Kei Ijichi,Haruo Kaneda,Hidenori Taga",Hisashi Watanabe,Shinji Sômai,Motohiro Noguchi,,3,180.0,13.33.87.143,0.11118388175964355,26 July 1980,"Japan,Japan,Singapore"
Sampung ahas ni Eva,,,Celso Ad. Castillo,,,3,180.0,13.33.87.143,0.11764979362487793,30 August 1984,Philippines
Mutilations,"Paul Cowdin,Larry Thomas",John Fischner,Larry Thomas,Thad James,,3,180.0,13.33.87.143,0.13181686401367188,,
La golfa del barrio,"Pedro Galindo,Rubén Galindo",,Rubén Galindo,,,3,180.0,13.33.87.143,0.2003469467163086,30 June 1982,"USA,Mexico"
Disciples of Shaolin Temple,Mu Chu,"Yunning Huang,Nai Pin Tsai","Shan Hua,Yang Ji You","Ka-Shing Cheng,Lai Hung Choi,Qiang Feng,Limin Gao",,3,180.0,13.33.87.143,0.13193607330322266,  1985,"Hong Kong,Japan,West Germany"
Srivaariki Premalekha,Ramoji Rao,,Jandhyala,,,3,180.0,13.33.87.143,0.18695306777954102,,
Love Massacre,Kong Lung,"William Chang,Tina Lau",Patrick Tam,Don Starnes,,3,180.0,13.33.87.143,0.17546439170837402,26 March 1981,"Hong Kong,Hong Kong"
Lava,Balbir Kaur,"Raj Ahuja,Anees Bazmee,K. Lamba",Ravindra Peepat,"Nazir Khan,Gagarin Mishra,Harmeet Singh",,3,180.0,13.33.87.143,0.18834590911865234,18 January 1985,India
L'arbre sous la mer,"Philippe Muyl,Georges Pellegrin","Patricia Manuguerra,Georges Maroudis,Patrice Martineau",Philippe Muyl,,,3,180.0,13.33.87.143,0.18517303466796875,16 January 1985,"France,Portugal"
Rigged,"Jefferson Richard,Ken Roberson,K.A. Robertson Jr.",,"Claudio M. Cutry,Jefferson Richard",Jason Salonen,,3,180.0,13.33.87.143,0.141937255859375,15 May 1985,"France,West Germany"
Szamárköhögés,,Péter Barbalics,Péter Gárdos,"Csaba Bankhardt,Pál Egri,Miklós Hajdu,Gyula Hári,Imre Sisa",,3,180.0,13.33.87.143,0.1522529125213623,3 September 1987,"Hungary,East Germany,USA"
Love Marriage,"Kadar Kashmiri,Jagdish C. Sharma,Ibrahim Surti",,Mehul Kumar,,,3,180.0,13.33.87.143,0.20389294624328613,14 December 1984,India
Yi dan er li san gong fu,Hsiu-Hsia Ho,,Chia Yung Liu,Huang Lin,,3,180.0,13.33.87.143,0.14147210121154785,21 December 1979,"Hong Kong,Japan"
Mercenaries' Trap,"Dumitru Fernoaga,Lidia Popita","Ion Gostin,Rosemarie Müller,Dimitrios Sukas",Sergiu Nicolaescu,"Pompiliu Avram,Wolfgang Bangemann,Mihai Bocu,Gheorghe Dinca,Nicolae Jurca,Richard Labitzki,Dumitru Musat,Ion Nicolae,Marin Nicolae,Ion Olteanu,Valentin Pal,Liviu Pojoni,Ilie Rusen,Grigore Stoica,Petre Vlasceanu",,3,180.0,13.33.87.143,0.18184995651245117,26 January 1981,"Romania,Hungary"
Bitter Heritage,"Robert Mayo,Gary Troy","Sandy Robins,Mike Cartel",Gary Troy,"Greg Altzman,Vince Giobbe Jr.,Enzo Giobbe,G.W. 'Dink' Read",,3,180.0,13.33.87.143,0.13126802444458008,,
Beasts,Don Hawks,,Don Hawks,,,3,180.0,13.33.87.143,0.15812993049621582,,
Jak svet prichází o básníky,,"Zdenek Fiala,Milan Klacek",Dusan Klein,"Andy Arnautov,Martin Benoni,Milan Jirsa,Milan Kopecký,Jaroslav Trousil",,3,180.0,13.33.87.143,0.1432657241821289,1 November 1982,"Czechoslovakia,Czech Republic"
Morchha,Raakesh,,Ravikant Nagaich,,,3,180.0,13.33.87.143,0.12910008430480957,16 May 1980,India
Below Zero,Claudio Bonivento,"Maurizio Motta,Angelo Vicari",Gian Luigi Polidoro,"Aldo Antonelli,Franco Biciocchi,Vincenzo Carpineta,Andrea Collepiccolo,Anna Lelli",,3,180.0,13.33.87.143,0.13797616958618164,,
Some Other Woman,,"Zoran Andric,Milan Bulatovic",Miomir 'Miki' Stamenkovic,,,3,180.0,13.33.87.143,0.19988560676574707,  1981,"Yugoslavia,Yugoslavia,East Germany,Hungary"
Salam E Mohabbat,,,A. Shamsheer,,,3,180.0,13.33.87.143,0.14991998672485352,1 January 1983,India
The Shadow of the Ferns,,,Frantisek Vlácil,"Andy Arnautov,Miroslav Jirsa,Jirí Ondrácek",,3,180.0,13.33.87.143,0.144378662109375,1 January 1986,"Czechoslovakia,Sweden,Denmark,Czech Republic"
Buscando un campeon,,,Rodolfo de Anda,,,3,180.0,13.33.87.143,0.18434381484985352,,
Coming Out Alive,"Stanley Colbert,Lawrence S. Mirkin,Laura Phillips",,Don McBrearty,,,3,180.0,13.33.87.143,0.1309518814086914,27 September 1980,"Canada,Netherlands"
Zaakol,,,Shreeram Lagoo,,,3,180.0,13.33.87.143,0.10499310493469238,5 September 1980,India
Goraa,R.K. Mehta,,Desh Gautam,,,3,180.0,13.33.87.143,0.13937711715698242,2 October 1987,India
Murder Rap,"Bill F. Blair,Paul Morgan Burks,Kliff Keuhl,Joe South",,Kliff Keuhl,,,3,180.0,13.33.87.143,0.18601298332214355,,
La femme en spirale,Jean-François Davy,,Jean-François Davy,"Martial Deleau,Gérard Monceau",,3,180.0,13.33.87.143,0.11226415634155273,,
Qian zuo guai,Raymond Chow,"Stanley Hui,Yeung-Wah Kam",John Woo,"Wai Yin Cheung,Wu Lam,David Yeung",,3,180.0,13.33.87.143,0.20657896995544434,10 July 1980,Hong Kong
De todas... todas!,Juan Fernando Pérez Gavilán,,Rafael Baledón,,,3,180.0,13.33.87.143,0.1488049030303955,14 November 1985,Mexico
Akbar Saleem Anarkali,,,Taraka Rama Rao Nandamuri,,,3,180.0,13.33.87.143,0.136444091796875,9 May 1979,India
Gatas,,,Mauro Gia Samonte,,,3,180.0,13.33.87.143,0.14975214004516602,24 November 1988,Philippines
Dead Easy,John Weiley,"Murray Francis,Charles Rotherham,Tony Wellington",Bert Deling,"David Eggby,Louis Irving,Andrew Lesnie,Stuart Quin",,3,180.0,13.33.87.143,0.15923500061035156,13 September 1982,"Canada,West Germany,Mexico"
Thirst,O.P. Rathan,,O.P. Ralhan,,,3,180.0,13.33.87.143,0.11793112754821777,,
Panchavati,,,Basu Bhattacharya,,,3,180.0,13.33.87.143,0.1757190227508545,,
Putain d'histoire d'amour,"André de Blanzy,Benno Feingold","Clément Delage,Valérie Paulin,Philippe Schwartz",Gilles Béhat,,,3,180.0,13.33.87.143,0.1522059440612793,23 September 1981,France
Peccati di giovani mogli,Alessandro Fracassi,Pierluigi Ciriaci,Angelo Pannacciò,"Mario Sbrenna,Sergio Strizzi",,3,180.0,13.33.87.143,0.14563703536987305,19 September 1981,Italy
"Liliam, a Suja",Antonio Polo Galante,,Antonio Meliande,,,3,180.0,13.33.87.143,0.17384123802185059,,
Misterele Bucurestilor,Dumitru Fernoaga,"Doina Atanasiu,Dorin Mircea Doroftei,Valeriu Dragusin,Serban Marinescu",Doru Nastase,"Mihai Bocu,Nica Constantin,George Cricler,Alexandru Dumitru,Gheorghe Manolache,Dumitru Musat,Ion Nicolae,Marin Nicolae,Ion Olteanu,Marian Pirlea,Petre Sorescu",,3,180.0,13.33.87.143,0.1595749855041504,12 September 1983,"Romania,East Germany,Hungary"
L'été prochain,Alain Sarde,"Frédéric Blum,David Drach,Olivier Horlait",Nadine Trintignant,"Fabrice Anut,André Atellian,Philippe Champenois,Caroline Champetier,Pierre Coquet,Christophe Pollock,Alain Tanguy,Jean-Louis Urli",,3,180.0,13.33.87.143,0.1670670509338379,9 January 1985,"France,USA,USA"
Getting Over,"Alonzo K. Daniels,John Daniels,Joseph A. Hubbard Jr.,Jefferson Richard,Cassius Weathersby",,Bernie Rollins,,,3,180.0,13.33.87.143,0.1439800262451172,24 April 1981,"USA,USA"
