film,prod_team,dir_team,director,camera_team,prod_manage_team,depth,download_timeout,download_slot,download_latency,year,country
Marie,"Frank Capra Jr.,Elliot Schick","Bob Howard,Michele Panelli-Venetis",Roger Donaldson,"Peter Bloor,Neal Mills Forney III,Jeremy Gee,John R. Hernandez,Jeff 'Moose' Howery,Jeff Kluttz,Eddie Knight,John Mahaffie,Bob Penn,Toby Phillips,Mike Roberts,Tom Taylor,Douglas Evan Hersh,David Mann,Steve Spallone,Steve Venetis",,3,180.0,13.33.87.143,0.21201395988464355,27 September 1985,"USA,Sweden,Australia,Denmark,West Germany,Austria,Portugal"
Threshold,"Michael Burns,Robert Sax,Jon Slan",Pedro Gandol,Richard Pearce,"Roger Bate,Ira Cohen,John Williamson",,3,180.0,13.33.87.143,0.21089577674865723,19 September 1981,"Canada,USA,Italy"
Joe's Bed-Stuy Barbershop: We Cut Heads,"Spike Lee,Zimmie Shelton",Ang Lee,Spike Lee,Spike Lee,,3,180.0,13.33.87.143,0.1426410675048828,27 March 1983,"USA,USA,Japan,USA"
Beatrice,Adolphe Viezzi,,Bertrand Tavernier,"Laurent Fleutot,Jean-Yves Freess,Georges Pierre",,3,180.0,13.33.87.143,0.18430614471435547,11 November 1987,"France,Argentina,Belgium,USA,Italy,Sweden,USA,West Germany,Finland"
The Holy Innocents,Julián Mateos,"Walter Prieto,Benito Rabal,Azucena Rodríguez",Mario Camus,"Juan Cobo,Francisco Domínguez,Alfredo Díaz,Miguel Fernández,Marcelino García,Salvador Gómez Calle,Adolfo Jiménez,Vicente Peña,Fulgencio Rodríguez,Ramiro Sabell,Manuel Velasco",,3,180.0,13.33.87.143,0.17638492584228516,26 April 1984,"Spain,Uruguay,Canada,USA,Denmark,Sweden,Uruguay,Finland,Argentina,USA,Mexico,Japan,Australia,Hungary,Argentina,Greece"
Born in Flames,Lizzie Borden,,Lizzie Borden,"Kirsten Bates,Lizzie Borden,Lizzie Borden,Tom Bowes,Dee Dee Halleck,Johanna Heer,Chris Hegedus,Gary Hill,Peter B. Hutton,Becky Johnston,Sheila McLaughlin,Phil O'Reilly,Michael Oblowitz,Jack Ochs,Greta Schiller,Richard Tierman,Jack Walworth",,3,180.0,13.33.87.143,0.189863920211792,20 February 1983,"West Germany,Canada,Australia,USA,Sweden,France,Germany,UK,Australia,UK"
Ticket to Heaven,"Ronald I. Cohen,Vivienne Leebosh,Alan Simmonds","Bill Corcoran,Bruce Moriarty,David Storey",Ralph L. Thomas,"Robert Saad,David Usher",,3,180.0,13.33.87.143,0.20673823356628418,July 1981,"Italy,Canada,USA,Sweden,Australia,Norway,Sweden"
Comrades,"David Hannay,Redmond Morris,Simon Relph",Christopher Hall,Bill Douglas,"Ian Bird,Ray Brown,Russell j Lyster,Billy Merrell",,3,180.0,13.33.87.143,0.17988181114196777,  1986,"UK,West Germany,UK,Canada,Australia,USA,Germany,UK,France"
Halik sa pisngi ng langit,,,Efren C. Piñon,,,3,180.0,13.33.87.143,0.1210019588470459,26 June 1986,Philippines
The Aviator's Wife,Margaret Ménégoz,,Éric Rohmer,Romain Winding,,3,180.0,13.33.87.143,0.10571074485778809,4 March 1981,"France,UK,Finland,USA,Spain,Spain,Netherlands,Denmark,Sweden,West Germany,Belgium,Hungary,Denmark,Portugal,Uruguay,Uruguay,Japan,Greece,Greece"
Il giorno del Cobra,"Fabrizio De Angelis,Turi Vasile",Giuseppe Giglietti,Enzo G. Castellari,"Alberto Bertuccioli,Vittorio Contino,Livia Del Priore,Sante Federici,Giancarlo Granatelli,Carlo Passari,Giancarlo Salis",,3,180.0,13.33.87.143,0.15234613418579102,12 August 1980,"Italy,Turkey,West Germany,Peru,Spain,Denmark,Hungary,Portugal,France,Austria,Finland,Finland"
Private Collections,"Pierre Braunberger,Jean-Paul De Vidas","Christophe Smith,Shinji Sômai","Walerian Borowczyk,Just Jaeckin,Shûji Terayama","Daniel Canfrère,Nobutaka Kotake,Jean-Pierre Platel,Bernard Ramel",,3,180.0,13.33.87.143,0.17654728889465332,27 June 1979,"France,Finland,Portugal,Spain"
Kenji Miyazawa's Night on the Galactic Railroad,"Masato Hara,John O'Donnell,Atsumi Tashiro",,"Gisaburô Sugii,Arlen Tarlofsky",,,3,180.0,13.33.87.143,0.1649186611175537,13 July 1985,"Japan,USA,Iceland,Japan,USA,Japan"
Down Twisted,"Yoram Globus,Menahem Golan,Tom Karnowski,Karen Koch","Rubén González,Ramiro Jaloma,Tony Perez,Edwidge Cavanna",Albert Pyun,"Bruce Byall,Frank Byers,Alan Caso,Daniel Dayton,Antonio de Anda,David De Carlo,Lex duPont,David M. Ferrara,Fernando García,Joan Geguld,Kevin Griffen,Robert Guzman,Fermín Gómez Lara,José Dolores Herrera,Paul Hughen,Gregory Irwin,Nick Jaloma,Adam Jones,Leonardo Julián,Brett Laumann,Martin J. Layton,Adrian Licciardi,Don Luczak,Joy Luczak,Mark Ludwig,Steve Mathis,Paul McIlvaine,Robbie Meckler,Agustín Meza,Jeff Miller,Fernando Moreno,Chris Morley,José Isabel Peña,Terry Pfrang,Krishna Rao,Rami Rao,Jesús Romero,Joe Rowan,William A. Shea,Neil Sheridan,Steve Smith,Andy Sydney,Antonio Sánchez Romero,David Tolsky,José Antonio Torres,Armando Vargas,Alejandro Velázquez,José Luis Vera,Philip Alan Waters",,3,180.0,13.33.87.143,0.1546339988708496,March 1987,"USA,Netherlands,West Germany,Denmark,Japan"
Confessions from the David Galaxy Affair,"Willy Roe,David Sullivan","Peter Dolman,Peter Jacobs",Willy Roe,"Brian Elvin,Tommy Lee,Ray Norris,Colin Ramsay",,3,180.0,13.33.87.143,0.3556678295135498,June 1979,UK
Brightness,Souleymane Cissé,Seydou Diallo,Souleymane Cissé,"Pascal Sautelet,Bernard Tiphine",,3,180.0,13.33.87.143,0.12209582328796387,13 September 1987,"Canada,USA,West Germany,Japan,Portugal,USA,Italy,Finland,Burkina Faso,South Korea"
"The Looney, Looney, Looney Bugs Bunny Movie","Friz Freleng,Hal Geer,Jean MacCurdy",,Friz Freleng,"Thomas Baker,Mark Henley",,3,180.0,13.33.87.143,0.16962409019470215,20 November 1981,"USA,Brazil,Australia"
Coast to Coast,"Jon Avnet,Vince Cannon,Terry Carr,Steve Tisch","Alan B. Curtiss,Michael Daves,Robert J. Doherty",Joseph Sargent,"Dave Barrow,Peter J. Breen,Joseph Cosko Jr.,Chuy Elizondo,Bob Fillis,Antonio V. Garrido,Tim Griffith,Johnny E. Jensen,Gerald A. King,Joel King,Louis Niemeyer,Michael J. Schwartz,Stephen Vaughan,Ronald Vidor,Billy Walsh,Larry Yates",,3,180.0,13.33.87.143,0.20074701309204102,3 October 1980,"USA,Sweden"
Do You Remember Dolly Bell?,,"Mensur Colakovic,Svetolik Maricic",Emir Kusturica,"Ismet Durak,Asim Husic,Vlado Loncaric,Nebojsa Radojcic,Velja Sakota,Branko Tatic,Milenko Uherka,Josip Ujevic,Veselin Uljarevic",,3,180.0,13.33.87.143,0.12715888023376465,2 September 1981,"Italy,Sweden,Sweden,Italy,Hungary,Portugal,USA,Uruguay,Sweden,Iceland,Czech Republic,Hungary,Czech Republic,Ukraine,Lithuania,Taiwan"
Year of the Jellyfish,Alain Terzian,Jean-Patrick Costantini,Christopher Frank,Eric Thurot,,3,180.0,13.33.87.143,0.18132901191711426,14 November 1984,"France,Finland,Turkey,Argentina,USA,West Germany,Japan"
Carmen,"Marcel Dassault,Patrice Ledoux,Alain Poiré,Renzo Rossellini,Daniel Toscan du Plantier",Gianni Arduini,Francesco Rosi,"Francesco Brescini,Franco Bruni,Georges Pierre,Pietro Tiberti,Noël Véry",,3,180.0,13.33.87.143,0.18363022804260254,14 March 1984,"France,Canada,Italy,USA,Spain,Australia,West Germany,Sweden,UK,Denmark,Finland,Ireland,Portugal,Netherlands,Japan,Hungary,South Korea,Germany,Spain,Spain"
Chameli Ki Shaadi,"Sushil Gaur,Ramesh Ningoo","Anil Dalvi,Rati,Kamal Saigal",Basu Chatterjee,"H.N. Singh,Rajesh Sinha,Dinesh Telkar",,3,180.0,13.33.87.143,0.23079204559326172,21 February 1986,India
The Brontë Sisters,"Yves Gasser,Klaus Hellwig,Yves Peyrot,Alain Sarde","Alain Centonze,Hervé Duhamel,Charlotte Trench",André Téchiné,"Louis Bihi,Victor Hammond,Moune Jamet,Idislawe Kielar,Guy Savidan,Christian Weyers,Romain Winding",,3,180.0,13.33.87.143,0.17484211921691895,9 May 1979,"France,Finland,Argentina,West Germany,Japan,Portugal"
Coup de Torchon,"Henri Lassa,Adolphe Viezzi","Jean Achache,Frédéric Bourboulon,Daniel Deleforges,Makhete Diallo,Roland Fruytier",Bertrand Tavernier,"Albert Bonomi,Armand Bonomi,Marc Casi,Alain Choquart,Michael Coulter,Pierre-William Glenn,Michel Lombardo,Rene Rochera,Abdoulaye Sy,Moussa Touré,Jean-Claude Vicquery",,3,180.0,13.33.87.143,0.13058996200561523,4 November 1981,"France,Denmark,Finland,USA,West Germany,Argentina,USA,Belgium,Netherlands,Denmark,Portugal,Italy,Hong Kong,Philippines,USA"
Cannibal Terror,Daniel Lesoeur,,"Alain Deruelle,Olivier Mathot,Julio Pérez Tabernero",,,3,180.0,13.33.87.143,0.17716670036315918,22 October 1980,"France,UK"
The Party 2,"Marcel Dassault,Alain Poiré","Rémy Duchemin,Sophie Mercier,Frédéric Planchon,Michel Thibaud",Claude Pinoteau,"Stéphane Agostini,Jean-Claude Gage,Olivier Ide,Yves Rodallec,Vincent Rossell,Franck Séchan,Albert Vasseur,Richard Vidal",,3,180.0,13.33.87.143,0.10337090492248535,8 December 1982,"France,Japan,West Germany,Portugal,Turkey,Hungary,Philippines,South Korea"
Naked Vengeance,"Anthony Maharaj,Cirio H. Santiago,Roger Corman","Joe Mari Avellana,Anthony Maharaj,José Torres",Cirio H. Santiago,"Johnny Araojo,Jun Del Rosario,Proceso Lázaro,Nilo Odiaman,Romeo Onofre",,3,180.0,13.33.87.143,0.16748809814453125,December 1985,"USA,West Germany,Japan"
The Main Event,"Renée Missel,Jon Peters,Howard Rosenman,Barbra Streisand,Jeff Werner","Gary Daigler,Pat Kehoe,Ed Milkovich,Venita Ozols-Graham",Howard Zieff,"Larry Barbier,Dustin Blauvelt,Peter J. Breen,Joseph Cosko Jr.,Cary Griffith,Jake Jarrell,Joel King",,3,180.0,13.33.87.143,0.17437219619750977,22 June 1979,"USA,Sweden,Australia,UK,West Germany,Netherlands,Denmark,Finland,Portugal,Japan,Hong Kong,Colombia,South Korea,East Germany"
Conquest,Giovanni Di Clemente,"José Antonio de la Loma Jr.,Filiberto Fiaschi,Roberto Tatti",Lucio Fulci,"Mario Bagnato,Piero Caputi,Gaetano Coniglio,Federico Del Zoppo,Matt Giordano,Claudio Morabito,Roberto Pizzi",,3,180.0,13.33.87.143,0.143693208694458,2 June 1983,"Italy,Spain,Hong Kong,USA,UK,West Germany,Philippines,Mexico"
Up the Academy,"Bernie Brillstein,Danton Rissner,Marvin Worth","Forrest L. Futrell,Bud Molin,James Quinn,Kalai Strode",Robert Downey Sr.,"Pat Campea Jr.,Andrew Davis,Ralph Gerling,Henry Harrison,Paul Jacobsen,David M. Lang,Tom May,Richard Craig Meinardus,Randall Robinson,Frank Ruttencutter,Don Smetzer,Jack Wilson",,3,180.0,13.33.87.143,0.23986101150512695,6 June 1980,"USA,West Germany"
Power,"Wolfgang Glattes,Reene Schisgal,Mark Tarlov,Kenneth Utt","Tony Gittelson,Wolfgang Glattes,Glen Trotiner",Sidney Lumet,"James W. Finnerty,Kerry Hayes,Richard C. Kratina,Carl Landi,Jim Marquette,Billy Miller,Gary Muller,Hank Muller,Dusty Wallace",,3,180.0,13.33.87.143,0.21064496040344238,31 January 1986,"USA,Australia,Sweden,Denmark,Italy,Finland,France,Portugal,UK,West Germany,Colombia"
Paperhouse,"Tim Bevan,Jane Frazer,Dan Ireland,M.J. Peckos,Sarah Radclyffe","Pat Aldersley,Waldo Roeg,Rupert Ryle-Hodges",Bernard Rose,"Peter Allwork,Paul Borg,Micky Brown,Ben Davis,John Foster,Mark Hanlon,Jamie Hunt,Mike Laye,Ian Murray,Kevin Noble,Michael O'Connell,Steve Parker,Jan Pester,Kelvin Richard,Malcolm Sheehan,Philip Sindall",,3,180.0,13.33.87.143,0.15727901458740234,10 September 1988,"Canada,USA,Austria,Portugal,USA,UK,West Germany,Australia"
...All the Marbles,"William Aldrich,Walter Blake,Eddie Saeta,Eric Schwab","Adell Aldrich,Richard Allen,Kevin A. Finnegan,Joanne Karr,Michael Looney,Tom McCrory,Paul Moen,Charles Myers,Robert Shue,Joanne Karr,Steve Siporin",Robert Aldrich,"Jamie Anderson,Lloyd Barcroft,William Birch,Roger Bourse,Dave Cadwell,Don Chase,Dana Christiaansen,John Degen,John T. Dustin,Brett Fletcher,Larry Gilhooly,M. Todd Henry,Thomas Laughridge,Christine M. Loss,Mike O'Sullivan,Nick Papanickolas,Pete G. Papanickolas,Thomas P. Powell,Guy Skinner,Frederic J. Smith,Gary R. Wostak,Adam Glick,Robert D. McBride,Michael J. Schwartz",,3,180.0,13.33.87.143,0.19262981414794922,16 October 1981,"USA,Japan,Australia,UK,West Germany,Ireland,France,Sweden,Netherlands,Finland,Portugal,Denmark,Spain,France,Italy,France"
Prom Night II,"Ilana Frank,Peter Haley,Ray Sager,Peter R. Simpson","Judy 'Lucky' Kemeny,David M. Robertson,Frank Siracusa,Mark Wood,Steve Wright",Bruce Pittman,"Cynthia Barlow,Bruno Bittner,Ed Ellis,Dee Embree,Leslie Hamm,Glen Hauser,Dave Jenei,Brian A. Kuchera,Mark Mavrinac,Chris McMullin,Bill Montgomery,David Perkins,Arthur Pinches,Kenneth Salah,Terry Simms,Brenton Spencer,Tim Spencer,John Spooner,Randy Stamhuis,Adam Swica,Christopher Tate,Ostap Toroshenko,Glen Treilhard,Jim Wallace,Eddie Washington,Richard Wincenty,Richard Zip,William Engel,Glen Treilhard",,3,180.0,13.33.87.143,0.20021390914916992,11 May 1987,"France,USA,UK,Philippines,Japan,West Germany,Hong Kong,Brazil,Finland,Sweden,Iceland"
Cal,"Terence A. Clegg,David Puttnam","Bill Craske,Nick Daubeny,John G. Phelan,Chris Thompson",Pat O'Connor,"Ken Byrne,Louis Conroy,Seamus Corcoran,David Fitzgerald,Bill Levins,Luke Quigley",,3,180.0,13.33.87.143,0.16519689559936523,24 August 1984,"USA,Ireland,France,Australia,West Germany,Portugal,Denmark,Japan,Turkey,Sweden,Hungary"
Steel Dawn,"Edgar Bold,Conrad Hool,Lance Hool,William Quigley,Larry Sugar","Terence D. Buchinsky,Christa Schamberger,Gavin Sweeney",Lance Hool,"Umberto Adaggi,Derry Gallagher,Kevin Gibb,Sean Higgs,John Hlapalosa,Gavin Horne,Gavin La Trobe,Clive Laurie,Terence Maritz,Tony Moore,David Mutondi,John Myte,Richard Palmer,James Robb,Sean Ryan,Vincent Skokane,Jason Hool",,3,180.0,13.33.87.143,0.48454809188842773,6 November 1987,"USA,South Africa,Australia,Italy,Philippines,Argentina,Portugal,Japan,Hungary"
Iceman,"Norman Jewison,Charles Milhaupt,Patrick J. Palmer","Warren Carr,Dar Robinson,Jim Van Wyck",Fred Schepisi,"John S. Bartley,Richard Clark,John H. Gilman,Chris Harris,Chris Helcermanas-Benge,Tim Hogan,John McCallum,Rod Parkhurst,Lorey Sebastian,Stan McClain,John W. Scott",,3,180.0,13.33.87.143,0.15315580368041992,13 April 1984,"USA,Australia,Denmark,Sweden,Colombia,Finland,France"
Nomads,"Thomas Coleman,Cassian Elwes,Elliott Kastner,Stanley Mark,George Pappas,Michael Rosenblatt","BJ Davis,Warren Lewis",John McTiernan,"Chris Fenney,James J. Gilson,Don Hayashi,Chris Magee,Gary Molyneux,Ron Wisnesky",,3,180.0,13.33.87.143,0.11677002906799316,January 1986,"France,USA,France,Italy,Australia,Finland,Japan,West Germany,Hungary,France,Germany"
Target,"David Brown,Bernard Sofronski,Richard D. Zanuck","Gene Lasko,Vincent Macheras,Alain Tasma",Arthur Penn,"Jean Fontanilles,Etienne George,Joachim Scholz,René Strasser",,3,180.0,13.33.87.143,0.12649893760681152,8 November 1985,"USA,Japan,Peru,France,Norway,Italy,Denmark,Sweden,Portugal,Australia,West Germany,Netherlands,Ireland,Finland,Taiwan,Colombia,Greece"
Krush Groove,"Shirley Calloway,George Jackson,Lauren Jones,Robert O. Kaplan,Doug McHenry,Michael Schultz,Russell Simmons,Dwight Williams","Michea Caye,Larry Lerner,Joseph Ray,Carol L. Vitkay,Dwight Williams",Michael Schultz,"Michael F. Barrow,Edward Cohen,Gary R. Farley,Michael Fedack,Ken Ferris,David J. Frederick,Holly Heinzmann,Haddon Hufford,Robert Ippolito,Jeff Levy,Eric Liebowitz,Constantine Makris,Abbie Carey Miller,David J. Miller,George Pattison,Frank Prinzi,Lowell Schulman,David Skutch,Daniel L. Turrett,Li-Shin Yu,Darryl Walthall",,3,180.0,13.33.87.143,0.16688776016235352,25 October 1985,"USA,Germany,Sweden"
Desert Hearts,"Donna Deitch,Carol Jefferies,Cami Taylor","Whitney R. Hunter,George W. Perkins",Donna Deitch,"Curtis Bradford,Stephen Crawford,Martin J. Layton,David Lear,Mitch Marcus,Jane O'Neal,Kirk A. Peterson,Steve Smith,John Zumpano",,3,180.0,13.33.87.143,0.09555387496948242,August 1985,"Switzerland,Canada,USA,Italy,USA,USA,Australia,Ireland,Denmark,Spain,Spain,Belgium,West Germany,Italy,USA,USA,USA"
Hiding Out,"Jeff Rothberg,Marty Tudor","Joseph E. Foley,Robert V. Girolami,Mark Jaffee,Jane Paul,Carol Winstead Wood",Bob Giraldi,"Joe D'Alessandro,Alan Gitlin,Tom Jewett,Roger Sassen,James B. Walsh",,3,180.0,13.33.87.143,0.12798404693603516,6 November 1987,"USA,Australia,Denmark,West Germany"
The Border,"Edgar Bronfman Jr.,Neil Hartley","Robert Engelman,Richard Espinoza,Robert K. Lambert,Irby Smith,Lonnie Steinberg",Tony Richardson,"Charles Hardesty,Steven Hiller,Peter Kuttner,Kyle T. MacDowell,Carol McCullough,Frank Miller,David Morton,Michael Orefice,Harold Rabuse,Baird Steptoe,Alex Touyarot,Lito White,Jim Wuertemburg,Vilmos Zsigmond,Rick Fee,Robert D. McBride",,3,180.0,13.33.87.143,0.12449193000793457,29 January 1982,"USA,USA,Finland,Sweden,West Germany,France,Australia,Portugal,Argentina,Denmark,Colombia,Japan,Netherlands,Norway,Belgium,Argentina"
One Deadly Summer,Christine Beyout,"Stéphane Clavier,Daniel Daujon",Jean Becker,"Jean-Paul Becker,Johannes Brunet,Arthur Cloquet,Jacques Dorot,Sylvie Lancrenon,Jean-Claude Le Bras,René Piget,Paul Sutéra,André Thiéry,Jocelyn Thiéry",,3,180.0,13.33.87.143,0.18419098854064941,11 May 1983,"France,Portugal,Netherlands,Netherlands,Denmark,West Germany,USA,Japan,Finland,South Korea,Turkey"
The Jazz Singer,"Jerry Leider,Joel Morwood","Alice Blanchard,Jack Clinton,John Eyler,James Turley,Robert Webb",Richard Fleischer,"Larry Barbier,Howard Block,Alfred Budniak,James Chaisty,James F. Cornick,Don Duffield,Jake Jarrell,Michael J. Krones,Marilyn Lowry,Owen Marsh,Bill Masten,Tom May,Tom D. May,Benny McNulty,Douglas L. Pope,Herb Roberts,Mike Tapp,Rick Tschudin,Ronald Vidor,Jonathan West,Charles R. Young",,3,180.0,13.33.87.143,0.15437698364257812,17 December 1980,"USA,USA,Netherlands,UK,Brazil,Australia,Ireland,Sweden,Japan,Portugal,France,Spain,Spain,Denmark,Taiwan,Finland,West Germany,Argentina,Austria,Italy,Mexico,Colombia,East Germany"
Sharky's Machine,"Hank Moonjean,Edward Teets","Paul Moen,Benjamin Rosenberg,Jim Van Wyck,Don Wilkerson",Burt Reynolds,"Gerald H. Boatright,Gary R. Dodd,John J. Ellingwood,Nick McLean,Doug Pentek,Keith Peterman,Richard R. Robinson,Garrett Brown,Brian W. Roy",,3,180.0,13.33.87.143,0.10822796821594238,18 December 1981,"USA,Japan,South Korea,Australia,France,Denmark,Mexico,Spain,West Germany,Spain,Finland,Portugal,Norway,Colombia,Turkey,Sweden"
Big Top Pee-wee,"Richard Gilbert Abramson,Debra Hill,William E. McEuen,Paul Reubens","Edward Crocitto,Linda Montanti,Roger Joseph Pugliese",Randal Kleiser,"James Arron Barber,Mike Brooker,R. Michael De Chellis,Alan R. Disler,Candace Ann Edwards,Joseph Graham,Gregg Guellow,Roy Heath,Jack Kirk,John Koester,George Kohut,Michael Krueger,Kyle T. MacDowell,Scott McKnight,Jim Plannette,Alex Rodriguez,Mike Schwake,Hank Sheppard,Bing Sokolsky,Bruce W. Talamon,Craig Talmy,Paul Threlkeld,Tony Whitman,Ron Kunecke",,3,180.0,13.33.87.143,0.5007750988006592,22 July 1988,"USA,Brazil,France,Netherlands,West Germany,Russia"
They're Playing with Fire,"Howard Avedis,Ernest Kaye,Marlene Schmidt,Tim Siu","Herman Grigsby,Bayard Storey,John R. Woodward",Howard Avedis,"Frank D'Angelo,Ben Felthouse,Ron Halpern,Jono Kouzouyan,Andrew Roach,Michael Stocks,Suzanne Tenner,Terry Wimmer,Jack Yanekian",,3,180.0,13.33.87.143,0.18668293952941895,April 1984,"USA,Australia,Denmark,Spain,West Germany,Peru"
Hard Ticket to Hawaii,"Tina Scott,Arlene Sidaris","H.M. Freedman,Christian Drew Sidaris",Andy Sidaris,"Aaron Caughran,Steve Gehrke,Eric J. Goldstein,Harmon Lougher,Irene Schonwit,Dave Turner,John Vecchio",,3,180.0,13.33.87.143,0.16719841957092285,March 1987,"USA,Japan,Colombia,Portugal"
Black Eagle,"Shimon Arama,Ash R. Shah,Sunil R. Shah","Jerry Ciantar,Mike Higgins,Gianluca Mazzella,Sharon Shamir",Eric Karson,"Jim Kane,Peter Kernot,Victor Lefelman,Michael Scott,Uri Sharon,Moshe Yakobovesky,Joseph Zicherman",,3,180.0,13.33.87.143,0.11890482902526855,May 1988,"USA,West Germany,Portugal,Philippines,Turkey,France,Peru,Colombia,Finland,Japan,Chile"
Cry Freedom,"Richard Attenborough,John Briley,Terence A. Clegg,Norman Spencer","Edwin Angless,Roy Button,Stephen Chigorimbo,Steve Fillis,Steve Harding,Patrick Kinney,Nikolas Korda,Peter MacDonald,Sue Sheldon,Clive Stafford,David Tomblin",Richard Attenborough,"Jody Boulting,Tony Buckthorpe,Steve Burgess,John Campbell,David Chiganze,Eddie Collins,Frank Connor,Adam Cooper,Mathew Kausasa,Steve Kitchen,Jason Lehel,Peter MacDonald,Peter Malunga,Alan Martin,Cephas Mathimba,Dave McWhinney,Simon Mein,Ricky Miller,Dave Moore,Luke Quigley,David Rattenbury,Richard Tindall,Jimmy Waters,Nigel Seal,Stephen Williams",,3,180.0,13.33.87.143,0.12421798706054688,November 1987,"UK,USA,USA,UK,West Germany,Australia,Ireland,West Germany,Italy,Japan,Portugal,Netherlands,Spain,Sweden,Denmark,Finland,France,Argentina,East Germany,Hungary,Philippines,South Africa,Turkey"
Xtro,"James Crawford,Mark Forstater,Robert Shaye","Andrew Warren,Jake Wright,Michael Zimbrich",Harry Bromley Davenport,"Jim Beeby,John Simmons",,3,180.0,13.33.87.143,0.1676778793334961,6 December 1982,"UK,USA,West Germany,Australia,Spain,France,USA,Mexico,Japan,Finland"
The Man with Two Brains,"William E. McEuen,David V. Picker","Stephen P. Dunn,Michael Grillo,Marsha Scarbrough,James Dillon",Carl Reiner,"Eric D. Andersen,William Beard Sr.,Richard Clark,Doug Dale,William E. Fitch,Ron Frantzvog,Michael Genne,Cary Griffith,To Lee,John McCoy,Don Stott,Bruce W. Talamon",,3,180.0,13.33.87.143,0.20138096809387207,3 June 1983,"USA,Brazil,Finland,Greece,Sweden,Norway,Australia,Portugal,West Germany,Colombia,UK"
Bagdad Cafe,"Eleonore Adlon,Percy Adlon,Dietrich von Watzdorf","Helenka Hummel,Marc Pickett",Percy Adlon,"Felix O. Adlon,Rick Barham,Dieter Bockmeier,Peter Iovino,Wolfram Kratz,Thomas Lechner,Gerd Zimmermann",,3,180.0,13.33.87.143,0.12827706336975098,12 November 1987,"West Germany,France,USA,Argentina,Denmark,Sweden,Belgium,Netherlands,Australia,Finland,Portugal,Japan,Hungary,Turkey,South Korea,Peru,Serbia,Japan,Japan,Japan,South Korea,Poland,France"
The Fourth Protocol,"Timothy Burrill,Michael Caine,Frederick Forsyth,Wafic Said","John Dodds,Christopher Hall,Åke Lindman",John Mackenzie,"Trevor Brooker,Gareth Hall,Wayne Leach,Steve Mcleod,Bob Penn,Terry Potter",,3,180.0,13.33.87.143,0.12729382514953613,19 March 1987,"UK,UK,Australia,Ireland,Spain,USA,Greece,West Germany,Portugal,Italy,Finland,France,Uruguay,Turkey,South Korea,Japan"
Dr. Heckyl and Mr. Hype,"Yoram Globus,Menahem Golan,Jill Griffith","Peter Manoogian,Darryl Michelson",Charles B. Griffith,"Eric Anderson,Francesca Bartoccini,Rick Davis,Larry Pogolar,Jeff Smith,Danny Toback,Hal Trussell,Vance Trussell,Cathy Zheutlin",,3,180.0,13.33.87.143,0.10799098014831543,October 1980,"USA,Spain,West Germany"
Murphy's Romance,"George Justin,Jim Van Wyck,Laura Ziskin","Aldric La'auli Porter,Martina Ritt,Jim Van Wyck",Martin Ritt,"Gerald H. Boatright,Rick Borchardt,Peter Davidian,David E. Diano,William A. Fraker Jr.,John R. Shannon,Clyde Smith,Richard Turner,Bob West,Steve Yaconelli,Don Yamasaki",,3,180.0,13.33.87.143,0.17733097076416016,25 December 1985,"USA,USA,Argentina,Australia,Finland,Sweden,Denmark,Spain,Spain,Portugal,Ireland,Uruguay,West Germany"
Manon of the Spring,"Pierre Grunstein,Alain Poiré","Pascal Baeumler,Xavier Castano,Isabelle Henry,Emmanuel Touraille",Claude Berri,"Jean-Luc Bezeau,Louis Bihi,Bernard Brégier,Gérard Buffard,Bernard Caroff,Rémy Chevrin,Benoît Delhomme,Etienne George,Franck Landron,Gilles Lienard,Pierre Novion,Georges Pierre,Bernard Prim,Gérard Rival,Christian Weyers",,3,180.0,13.33.87.143,0.15390896797180176,19 November 1986,"France,Norway,Belgium,Denmark,Spain,Sweden,USA,West Germany,Australia,USA,Japan,Netherlands,Portugal,Netherlands,Finland,Ireland,Hungary,UK"
The Falcon and the Snowman,"Michael Childers,John Daly,Gabriel Katzka,John Schlesinger,Edward Teets","Javier Carreño,Michael Childers,Patrick Crowley,Jesús Marín",John Schlesinger,"Don Cirillo,Eric Engler,Dave Friedman,Mariano Garcia,Pat Kirkwood,Adolfo Lara,David F. Oyster,Graciano Perez,Antonio Ramírez 'Puma',Leobardo Sánchez,John Toll",,3,180.0,13.33.87.143,0.2126178741455078,19 January 1985,"USA,USA,France,Netherlands,Australia,Norway,Denmark,Portugal,Colombia,West Germany,Sweden,Ireland,Japan,Finland"
Nothing in Common,"Nick Abdo,Alexandra Rose,Roger M. Rothstein","Nick Abdo,Barbara Bruno,Alan B. Curtiss,Katy Emde,Nancy Watrous",Garry Marshall,"Thomas M. Barrett,William Birch,Richard Clarkson,Peter J. Donoghue,Robert W. Faison,Steven W. Gage,Bud Heller,Susan C. Ingram,Gary J. Jensen,Horace Jordan,Hari Kaur Kahlsa,Mel P. Mack,James A. Miller,John Robert Miller,Mike Moyer,Don Smetzer,Stuart A. Spohn,Bruce W. Talamon,Pernell Youngblood Tyus,Lynda Vincent,Kevin Edwards",,3,180.0,13.33.87.143,0.647773027420044,30 July 1986,"USA,Australia,Japan,Peru,Sweden,Spain,Finland,Portugal,Denmark,Colombia,Netherlands,West Germany,France,Italy,Uruguay,Greece"
