film,prod_team,dir_team,director,camera_team,prod_manage_team,depth,download_timeout,download_slot,download_latency,year,country
Improper Channels,"Mike Burns,Alfred Pariser,Morrie Ruvinsky,Jon Slan","Bill Corcoran,David Earl,Shirley McCreight,Bruce Moriarty",Eric Till,"Richard Allen,Roger Bate,Morgan Carpenter,Jim Craig,Greg Daniels,Brian Danniels,Lou Graydon,Marni Grossman,Carl Harvey,Brian R.R. Hebb,John Hobson,Lynnie Johnston,Daniel Narduzzi,Ken Smale,Adam Swica",,3,180.0,13.33.87.143,0.21053075790405273,17 April 1981,"Canada,USA,Denmark,Germany"
Dvoynikat,Venko Kableshkov,Bogomil Petrov,Nikolai Volev,Lyubka Orhanieva,,3,180.0,13.33.87.143,0.18382906913757324,17 March 1980,"Bulgaria,East Germany,Hungary"
Socrates,,,George Roman,,,3,180.0,13.33.87.143,0.16990303993225098,,
Angel Guts 5: Red Vertigo,Yasushi Sasakibara,Yoshirô Sakawa,Takashi Ishii,,,3,180.0,13.33.87.143,0.13121676445007324,7 May 1988,Japan
Ovni in mamuti,,,Filip Robar Dorin,,,3,180.0,13.33.87.143,0.1640949249267578,11 June 1985,Yugoslavia
Çöl,Sedat Ülker,,Çetin Inanç,,,3,180.0,13.33.87.143,0.13506507873535156,,
Killer's Gold,Vasili Kojucharov,"José Barrero,Mario Martín,Manuel Mateos,Agustín Rodríguez,Serafín Rodríguez",Sergio Garrone,Franco Capuano,,3,180.0,13.33.87.143,0.19175100326538086,19 February 1979,"Spain,Italy,France,West Germany"
Prishestvie,Kiril Tsibulka,"Slavcho Filipov,Vasil Mladenov,Hristo Petrov",Ivanka Grybcheva,Dimitrina Maximova,,3,180.0,13.33.87.143,0.14922714233398438,27 April 1981,Bulgaria
Emanon,Lennie Niehaus,"Jon Epperson,Norman Epperson",Stuart Paul,Richard C. Meyer,,3,180.0,13.33.87.143,0.17304396629333496,  1986,"Brazil,USA"
Revenge of the Drunken Master,Larry Yau,Roman Tsang,Godfrey Ho,,,3,180.0,13.33.87.143,0.12710094451904297,  1984,Hong Kong
Sarvakalasala,,"Ajayan,Murali Nagavally",Venu Nagavalli,,,3,180.0,13.33.87.143,0.1785888671875,,
Petit Con,Vladimir Cosma,"Marcel Laude,Danielle Mainard,Danièle Pasquier,Jean-Marie Selle",Gérard Lauzier,Odette Bossard,,3,180.0,13.33.87.143,0.20533299446105957,18 January 1984,"France,USA,West Germany"
Meendum Pallavi,,,G.N. Rangarajan,,,3,180.0,13.33.87.143,0.1728072166442871,  1986,India
Moodupani,,,Balu Mahendra,,,3,180.0,13.33.87.143,0.12068986892700195,,
Dot and the Whale,Guy Gross,,Yoram Gross,"Lynell Adams,Rowen Avon-Smith,Paul Baker,Jennie Barber,Karen Barboutis,Mark Benvenuti,Hanka Bilyk,Graham Binding,John Burge,Nobuko Burnfield,Joseph Cabatuan,Jung-Ae Ro Cheng,Sheila Christofides,Lucinda Clutterbuck,Geoff Collins,Gairden Cooke,Barry Dean,Annamaria Dimmers,Robyn Drayton,Phillip Einfeld,Amber Ellis,Greg Farrugia,Ariel Ferrari,Gaillyn Gadston,Murray Griffin,Nicholas Harding,Maria Haren,Debby Horne,Mimi Intal,Wayne Kelly,Gennady Kozlov,Sarah Lawson,Wallace Logue,Clare Lyonette,Paulette Martin,Paul McAdam,Peter McDonald,Corallee Munro,Ray Nowland,Kathie O'Rourke,Domingo Rivera,John Robertson,Sophia Ruo Liu,Jan Stevens,Bela Szeman,Andrew Szemenyei,Stan Walker,Di Wu,Jimmy Xu,Norman Yeend,Antony Zmak",,3,180.0,13.33.87.143,0.15722966194152832,10 November 1986,USA
Jyoti,Pramod Chakravorty,R.B. Bohra,Pramod Chakravorty,,,3,180.0,13.33.87.143,0.14980387687683105,,
Jos ovaj put,"Mladen Vranesevic,Predrag Vranesevic",Marton Jankov-Tomica,Dragan Kresoja,,,3,180.0,13.33.87.143,0.2339930534362793,,
An qu,,,Ngai Choi Lam,,,3,180.0,13.33.87.143,0.3811309337615967,14 October 1983,Hong Kong
Ganadevata,,"Srinivas Chakraborty,Dhruba Roy Chowdhury,Shyamal Ghosh,Ardhendu Roy",Tarun Majumdar,"Dilip Bannerjee,Kishori Bhattacharya,Prabhas Bhattacharya,Narayan Chakraborty,Bhabaranjan Das,Dhiren Deb,Debendra Dey,Bauribandhu Jana,Kashi Kahar,Ramdas Kahar,Tarapada Manna,Khandu Patra,Ardhendu Roy,Sunil Sharma",,3,180.0,13.33.87.143,0.5464670658111572,29 June 1979,India
After the Rain,"Brandon Baade,Raul V. Carrera,Andy Howard,Dee Law","Peter Appleton,Raul V. Carrera,Theone Masoner,Debra Marie Simon,Grady Allen Bishop",Harry Thompson,"Michael K. Bucher,Suzanne Cobb,Robert Dracup,Linda Field,Gerald Fitzgerald,Rocky Ford,Jim Hooker,Jake Jacoby,Joseph E. Jones,Scott Miller,Dan Murphy,Roger Pistole,Bill Robbins,Glenn 'Bubba' Steward,Allan Westbrook,Don Williams,Ed Barham,Jack Cloud,Gary Crisp,Michael Turrin",,3,180.0,13.33.87.143,0.14922595024108887,September 1988,"USA,Portugal,Japan"
Yasha-ga-ike,Isao Tomita,Nobuo Yajima,Masahiro Shinoda,,,3,180.0,13.33.87.143,0.4338700771331787,20 October 1979,"Japan,USA,Hungary"
A Test of Love,"Ian Adkins,Don Harley,Don Murray","Judith Fox,Gerald Letts",Gil Brealey,"Ann Darrouzet,Bruce Gailey,Bruce Hillyard,Peter Kershaw,Suzy Woods",,3,180.0,13.33.87.143,0.19486594200134277,20 September 1984,"Australia,UK,USA,USA,Sweden,Peru,Finland,Japan,UK"
Berta's Motives,Gerardo Gormezano,"Daniel López Ortega,Andrés Sánchez Sanz",José Luis Guerín,"Ignacio M. Gargallo,Marisa O'Donnell",,3,180.0,13.33.87.143,0.1709582805633545,September 1984,"Spain,Spain,Portugal,Netherlands"
Jiang shi fan sheng,Siu-Lam Tang,Tat-Yee Lam,Billy Chan,"Siu-Tin Lai,Fong Lui,Wai-Yuen Poon",,3,180.0,13.33.87.143,0.13035297393798828,28 March 1986,"Taiwan,Hong Kong,South Korea"
Black Vampire,,,Lawrence Jordan,,,3,180.0,13.33.87.143,0.11774516105651855,,
The Old Bear Hunter,,,Toshio Gotô,,,3,180.0,13.33.87.143,0.13515400886535645,25 January 1982,"Japan,West Germany,Hungary,Japan,Japan"
Blázni a devcátka,,,Karel Kachyna,,,3,180.0,13.33.87.143,0.23913097381591797,,
Mr. Blob in the Universe,,,Krzysztof Gradowski,,,3,180.0,13.33.87.143,0.12351799011230469,5 December 1988,"Poland,Czechoslovakia"
Martin and Lea,Joëlle Hache,"Jean-Denis Robert,Eduardo Serra",Alain Cavalier,,,3,180.0,13.33.87.143,0.15973901748657227,31 January 1979,France
"Rakos... No. 14, kai o protos bounakias",,,Yiannis Hartomatzidis,,,3,180.0,13.33.87.143,0.1781761646270752,  1985,Greece
Last Summer in Tangiers,Serge Franklin,"Majid Aoulad Abdellah,Michel Grimaud",Alexandre Arcady,Hassan Taghriti,,3,180.0,13.33.87.143,0.19618487358093262,22 April 1987,France
The Ballroom of Romance,Nat Crosby,,Pat O'Connor,,,3,180.0,13.33.87.143,0.15544700622558594,2 January 1986,Hungary
Ira Maya Putri Cinderella,Gatot Sudarto,,Willy Wilianto,,,3,180.0,13.33.87.143,0.13409423828125,  1981,Indonesia
Brigade des moeurs,"Léo Carrier,Jean-Paul Daine","Jean-François Auger,Michel Barlier,Stéphane Kayler,Jean Minondo,Jacques Tassel",Max Pécas,"Nathalie LeGuay,Christian Vincent",,3,180.0,13.33.87.143,0.4820108413696289,9 January 1985,"France,Japan"
Zralé víno,Karel Svoboda,,Václav Vorlícek,Ivana Rezacova,,3,180.0,13.33.87.143,0.16347289085388184,1 July 1981,Czechoslovakia
Tin Man,Bishop Holiday,Scott Billups,John G. Thomas,Diane Sisko,,3,180.0,13.33.87.143,0.20673012733459473,,
The Super Gang,Wan Ha Mok,,Siu-Jun Wong,,,3,180.0,13.33.87.143,0.18965673446655273,12 November 1984,"Guatemala,Hong Kong,Philippines"
Crema cioccolato e pa...prika,,Guido Biondi,Michele Massimo Tarantini,"Angela Anzimani,Stella Battista",,3,180.0,13.33.87.143,0.12065720558166504,,
Kreuzberger Liebesnächte,Franz Xaver Lederle,Detlef Geier,Claus Tinney,,,3,180.0,13.33.87.143,0.1318378448486328,29 February 1980,West Germany
Reifeprüfung auf der Schulbank,,,Jan Apfeld,,,3,180.0,13.33.87.143,0.16326665878295898,23 July 1982,"West Germany,France"
Captain Stirrick,Richard Brett,,Colin Finbow,,,3,180.0,13.33.87.143,0.15453219413757324,,
The Persian Lamb Coat,Ennio Guarnieri,"Ennio Picconi,Renato Ranieri,Giovanni Vino",Marco Vicario,Bruno Nicolai,,3,180.0,13.33.87.143,0.2395000457763672,,
Anbulla Appa,,,A.C. Trilogchander,,,3,180.0,13.33.87.143,0.20628094673156738,,
Alabama,,"Józef Domanski,Stefan Filipiak,Zdzislaw Jagiello,Jan Kuklinski,Krzysztof Stefankiewicz",Ryszard Rydzewski,"Aleksandra Dabrowska,Mariola Wasik",,3,180.0,13.33.87.143,0.15694212913513184,8 April 1985,"Poland,Hungary"
Dream Lovers,Wing-Fai Law,Shi Cheng Yang,Tony Au,"Thomas Chow,Delina Law,Jan-Sing Lee,Dickson Poon,Man-Hong Tso,Raymond Tsui",,3,180.0,13.33.87.143,0.16686010360717773,25 April 1986,"Hong Kong,Taiwan,South Korea"
"Ico, the Brave Horse",Roberto Lar,,Manuel García Ferré,"Yiyo Adams,Beatriz Baldi,Rubén Beltrame,Hugo Csecs,Néstor Córdoba,Mirta D'Alicandro,Jorge de los Ríos,Néstor Domínguez,Alberto Grisolía,Eduardo Guimarey,Rubén Hernández,Olga Leone,Patricio López Méndez,Susana Macaya,Nello Palmioli,Ester Beatriz Pereyra,Susana Pugliese,Irma Páez,Carlos A. Pérez Agüero,Jorge Eduardo Recce,Claudia Roura,Natalio Zirulnik",,3,180.0,13.33.87.143,0.15626811981201172,March 1983,"Portugal,Soviet Union,West Germany,Hungary,Argentina,Spain,Argentina"
A Man of Principle,Carlos Suárez,Heriberto García,Francisco Norden,,,3,180.0,13.33.87.143,0.1475059986114502,14 September 1984,"Portugal,USA,Canada,Hungary,Argentina"
Naan Adimai Illai,,,B.S. Dwarakish,,,3,180.0,13.33.87.143,0.13803601264953613,,
Billy Galvin,Joel Rosenbaum,"Brian Barry,Dinah Buechner,Thomas Caterino,Lee Cunningham,Marc Levitt,Christopher O'Donnell,James 'Red' O'Donnell,Charles Spada,Shaw Sprague",John Gray,"Patty Collinge,Carolyn Pickman",,3,180.0,13.33.87.143,0.13969993591308594,April 1986,"USA,USA,USA,Spain"
Kingpin,"Andrew Hagen,Morton Wilson","Tony Johnson,John Lipke,Stewart Main,Ken Saville,Brian Shennan,Chris Verburg",Mike Walker,Catherine Madigan,,3,180.0,13.33.87.143,0.1405167579650879,July 1985,Soviet Union
Raaz,Virendra Kumar,,Harmesh Malhotra,,,3,180.0,13.33.87.143,0.15353703498840332,,
The Mercenary,Tom Lee,Tom Lee,Hong Lu Wong,,,3,180.0,13.33.87.143,0.16655778884887695,,
Liebe ist kein Argument,,,Marianne Lüdcke,,,3,180.0,13.33.87.143,0.14365625381469727,,
Odd Couple,Frankie Chan,"Pei-Shan Chang,Yu Ting,Chok-Pun Wong",Chia Yung Liu,,,3,180.0,13.33.87.143,0.14745807647705078,9 August 1979,Hong Kong
Singhasan,"Hanumantha Rao Ghattamaneni,Krishna Ghattamaneni,G.A. Sheshagiri Rao",,Krishna Ghattamaneni,,,3,180.0,13.33.87.143,0.161452054977417,,
Kamagong,"Vic del Rosario Jr.,Tony Gloria,Ramon Salvador",,Carlo J. Caparas,,,3,180.0,13.33.87.143,0.16280031204223633,4 February 1986,Philippines
Hotwire,David L. Ford,Stephen Lodge,Frank Q. Dobbs,"Scott Smith,Rick Weyrich",,3,180.0,13.33.87.143,0.18989109992980957,September 1980,USA
Whore,Salih Dikisçi,,Ülkü Erakalin,,,3,180.0,13.33.87.143,0.15227389335632324,  1979,Turkey
Thaneer Thaneer,,,K. Balachander,,,3,180.0,13.33.87.143,0.12323927879333496,,
Agria neiata,Vangelis Pitsiladis,,Nikos Foskolos,Hristina Sgouropoulou,,3,180.0,13.33.87.143,0.17118382453918457,29 January 2010,Greece
Azhiyatha Kolangal,,,Balu Mahendra,,,3,180.0,13.33.87.143,0.2249598503112793,,
Final Cut,"Pat Minter,Bob Parr,Tim Truman",Ellis Goodson,Larry G. Brown,Paula Barrett-Barbier,,3,180.0,13.33.87.143,0.16612768173217773,9 January 1989,USA
Code Name Zebra,"Eddy Donno,Joseph Lucchese,Deno Paoli,Jefferson Richard","Matt Hinkley,Sanford Hampton",Joe Tornatore,"John Bertram,Stephen Collins,Alicia Craft,David W. Donoho,Tom Fraser,Robert Gray,Bruce Morgan",,3,180.0,13.33.87.143,0.1580798625946045,25 October 1987,"Japan,USA,West Germany,Germany"
Count Tacchia,Armando Trovajoli,"Bruno Ortensi,Giovanni Passanisi,Patrizio Ronchi",Sergio Corbucci,"Olga Pagnotta,Bertilla Silvestrin,Angela Vinci",,3,180.0,13.33.87.143,0.20469307899475098,23 December 1982,"Italy,Hungary,East Germany"
Daasi,B. Narsing Rao,,B. Narsing Rao,,,3,180.0,13.33.87.143,0.1350078582763672,,
Buddha's Palm and Dragon Fist,Mou Shan Huang,,Shih Hao Ko,,,3,180.0,13.33.87.143,0.19289898872375488,  1980,Taiwan
Badla Aur Balidan,Swaran Singh,,Kawal Sharma,,,3,180.0,13.33.87.143,0.10293102264404297,,
Noisy Requiem,Takuji Yasuoka,Hiroshi Sasaki,Yoshihiko Matsui,"Tomoshige Asada,Akio Osaka,Kôichi Yotsui",,3,180.0,13.33.87.143,0.13878202438354492,28 May 1988,"Japan,Denmark"
Guo bu xin lang,Joseph Koo,,Alfred Cheung,,,3,180.0,13.33.87.143,0.1982872486114502,29 January 1988,"Taiwan,Hong Kong,South Korea,Portugal"
La casa delle orchidee,"Giovanni Di Clemente,Dick Randall","Massimo Manasse,Mauro Sacripanti",Derek Ford,"Roberto Belli,Aldo Bergamini,Christian Carp,Maurizio Maggi",,3,180.0,13.33.87.143,0.15062785148620605,10 September 1983,"Italy,West Germany,Portugal"
I vizi segreti degli italiani quando credono di non essere visti,,,Camillo Teti,,,3,180.0,13.33.87.143,0.1014411449432373,23 April 1987,Italy
Pepeng Kuryente,Mon Del Rosario,"Gaudencio Barredo,Rodel Capule,Ruben Gultiano,Bobot Reyes",Jose Yandoc,"Jojo Santos,Bing Valdez,Juancho Zafra",,3,180.0,13.33.87.143,0.20715904235839844,27 November 1988,Philippines
Soft and Hard,,,"Jean-Luc Godard,Anne-Marie Miéville",,,3,180.0,13.33.87.143,0.36364293098449707,12 August 1985,UK
Strawman,"Chung Sung Chern,Hsin Chih Hsu,Kuw Liang Hsu,Teng-Fei Lin,Bing Sen Liu",,Tung Wang,,,3,180.0,13.33.87.143,0.17438387870788574,23 October 1987,"Taiwan,Hong Kong"
Demonios en el jardín,Javier Iturralde,"Agustín Alcázar,Julio Arribas,Juan Mora,Ramón Moya",Manuel Gutiérrez Aragón,Flora Salamero,,3,180.0,13.33.87.143,0.14291930198669434,October 1982,"USA,Spain,Spain,Soviet Union,Uruguay,Sweden,USA,Denmark,Australia,Hungary,Uruguay,France"
The Emissary,Robyn Smith,"Jimmy Kennedy,Enos Modiga,Adele Newman,François Scholtz,Frans Tau,Ashley Waldorf",Jan Scholtz,"Joyce Modiga,Madeleine Volschenk",,3,180.0,13.33.87.143,0.13958978652954102,October 1988,"Italy,West Germany,South Africa,USA,Portugal"
Från och med herr Gunnar Papphammar,,,Gösta Ekman,Mischa Gavrjusjov,,3,180.0,13.33.87.143,0.15654397010803223,7 February 1981,Sweden
Tang shan wu hu,Eddie Wang,Hsiang Yuan,Mar Lo,"Kun Chiang,Hsia Hsu,Shi-Kuang Huang,Ka Hee Wong",,3,180.0,13.33.87.143,0.21238398551940918,1 September 1979,"Hong Kong,USA,West Germany,Spain,Portugal"
Muthal Mariyathai,,,Bharathiraja,,,3,180.0,13.33.87.143,0.15899205207824707,,
Ratas de la ciudad,,,Valentín Trujillo,,,3,180.0,13.33.87.143,0.14199495315551758,,
Rebel High,"Joe Jammer,Bat Taylor","Yves Dubreuil,Sylvain Gingras,Donald McEwan,Jacques Rancourt",Harry Jakobs,"Joy Glidden,Madeleine Shenke",,3,180.0,13.33.87.143,0.17243218421936035,October 1987,Italy
Manokaamnaa,Tarachand Barjatya,,Kedar Kapoor,,,3,180.0,13.33.87.143,0.12489485740661621,11 April 1980,India
Az áldozat,,"Róbert Juhász,Attila Madaras,István Sipos",György Dobray,Zsuzsa Pataki,,3,180.0,13.33.87.143,0.14858222007751465,February 1980,"Hungary,Hungary,Soviet Union,Czechoslovakia"
Urgence,"Ralph Baum,Raymond Danon,Claire Tucherer","Yann Martineau,Jean-Luc Olivier",Gilles Béhat,"Roland Bernard,Philippe Piffeteau",,3,180.0,13.33.87.143,0.1965470314025879,30 January 1985,France
Biddy,"Barbara Sonnex,Rosemary Young",,Christine Edzard,John Griffin,,3,180.0,13.33.87.143,0.23021316528320312,,
Srigala,,,Sisworo Gautama Putra,,,3,180.0,13.33.87.143,0.12386202812194824,  1981,Indonesia
The Ideon: Be Invoked,,,Yoshiyuki Tomino,,,3,180.0,13.33.87.143,0.1818549633026123,10 July 1982,"Japan,Switzerland"
Regina Roma,,,Jean-Yves Prate,"Adolfo Bartoli,Roberto Calabró,Romolo Eucalitto",,3,180.0,13.33.87.143,0.15046286582946777,,
Heeron Ka Chor,,,S.K. Kapur,,,3,180.0,13.33.87.143,0.22054076194763184,8 June 1982,India
Australian Dream,Sara Bennett,"Phil Brock,Gordon Waddell",Jackie McKimmie,,,3,180.0,13.33.87.143,0.22657299041748047,,
Shart,,,Ketan Anand,Nadeem Khan,,3,180.0,13.33.87.143,0.11182999610900879,21 February 1986,India
Eagle vs. Silver Fox,Sang-ki Han,,Yun-Kyo Park,,,3,180.0,13.33.87.143,0.21950602531433105,  1980,"Hong Kong,South Korea,USA"
Akvanavty,,,Igor Voznesensky,,,3,180.0,13.33.87.143,0.18788909912109375,22 May 1981,"East Germany,Germany"
Death Powder,Shigeru Izumiya,,Shigeru Izumiya,,,3,180.0,13.33.87.143,0.10404610633850098,21 June 1986,"Japan,Japan"
Attention bandits!,Francis Lai,"Marc Balzarelli,Louis-Fernand Billet",Claude Lelouch,"Agnès B.,Mimi Gayo,Framboise Maréchal",,3,180.0,13.33.87.143,0.18137598037719727,3 June 1987,"France,Netherlands,USA,Portugal"
Taqdeer Ka Badshah,Bappi Lahiri,,Babbar Subhash,,,3,180.0,13.33.87.143,0.11995172500610352,,
Le mani di una donna sola,Mimi Uva,Franco Galiano,Nello Rossati,Adalberto Ceccarelli,,3,180.0,13.33.87.143,0.14956378936767578,,
Victoria,"Anders Cederlund,Hanno-Heinz Fuchs","Folke Beck-Remnes,Göran Carmback,Jörgen Hasselblad,Lars C. Lundberg",Bo Widerberg,,,3,180.0,13.33.87.143,0.14983606338500977,19 May 1979,"France,West Germany,Sweden"
Sincerely Charlotte,Philippe Sarde,"Yan Arlaud,Gilbert Piéri,Philippe Renucci",Caroline Huppert,Martine Traks,,3,180.0,13.33.87.143,0.1328110694885254,20 February 1985,"France,USA,Hungary"
Tarkeeb,,,Ravikant Nagaich,,,3,180.0,13.33.87.143,0.0987250804901123,,
Perro callejero II,José Antonio Zavala,"Abraham Cruz,Jesús González Gancy,Alfredo Solís",Gilberto Gazcón,,,3,180.0,13.33.87.143,0.16082406044006348,30 April 1981,Mexico
Giro City,Alun Francis,,Karl Francis,Alan Flyng,,3,180.0,13.33.87.143,0.19479727745056152,November 1982,"UK,USA"
Karamdaata,Anu Malik,Pappu Verma,Shashilal K. Nair,"Mohammed Aziz,Asha Bhosle,Anuradha Paudwal,Ramanlal,Suresh Wadkar,Alka Yagnik",,3,180.0,13.33.87.143,0.11974716186523438,20 May 1986,India
Codice privato,"Maurizio Amati,Roberta Cadringher,Aurelio De Laurentiis,Luigi De Laurentiis",,Francesco Maselli,,,3,180.0,13.33.87.143,0.10405302047729492,30 August 1988,"Italy,Italy"
Apocalypse Mercenaries,Stelvio Cipriani,Franco Micheli,Leandro Lucchetti,Carlo Pulera,,3,180.0,13.33.87.143,0.13543915748596191,  1987,"Italy,Portugal,West Germany,Czech Republic"
Thinkalazhcha Nalla Divasam,Shyam,V.T. Vijayan,P. Padmarajan,,,3,180.0,13.33.87.143,0.14028286933898926,,
Anurager Choa,,,Jahar Biswas,,,3,180.0,13.33.87.143,0.12252426147460938,24 January 1986,India
On Top,"Sigurður Bjóla,Grýlurnar,Stuðmenn","Ingólfur Eldjárn,Þorgeir Gunnarsson,Anna Th. Rögnvaldsdóttir",Ágúst Guðmundsson,,,3,180.0,13.33.87.143,0.1904311180114746,18 December 1982,"Iceland,Sweden,Finland"
The Return of the Bionic Boy,Eduardo Cabrales,"Rolly Banta,Eddie Domer,Isabelo Tator",Bobby A. Suarez,Nita Bayed,,3,180.0,13.33.87.143,0.1419360637664795,5 October 1979,"West Germany,France,Portugal,Singapore,Singapore,Singapore"
The Mission,Reza Aria,,Parviz Sayyad,,,3,180.0,13.33.87.143,0.14845800399780273,February 1983,"West Germany,USA,Sweden,USA,Sweden"
Deedar-E-Yaar,"Kaifi Azmi,Asha Bhosle,Indivar,Kishore Kumar,Sahir Ludhianvi,Lata Mangeshkar,Ameer Minal,Mohammad Rafi",,Harnam Singh Rawail,,,3,180.0,13.33.87.143,0.16841387748718262,22 October 1982,India
Mo deng tian shi,"Raymond Chow,Leonard Ho",Yeung-Wah Kam,John Woo,,,3,180.0,13.33.87.143,0.14384198188781738,8 April 1982,Hong Kong
I viaggiatori della sera,"Xavier Battles,Toti Soler",,Ugo Tognazzi,,,3,180.0,13.33.87.143,0.15323424339294434,26 October 1979,"Italy,Hungary"
My Other Husband,Henri Decaë,"Bernard Aubouy,Sophie Chiabaut,Daniel Couteau,Gilbert Crozet,Catherine Dubeau,Maurice Gilbert,Philippe Lemenuel,Gérard Manneveau,Michel Trouillard,John Marshall",Georges Lautner,William Flageollet,,3,180.0,13.33.87.143,0.21741485595703125,21 September 1983,"France,USA"
Preminchu Pelladu,Ilaiyaraaja,,Vamshi,,,3,180.0,13.33.87.143,0.11229276657104492,,
Chambal Ki Kasam,"Rajnarayan Dube,V.L. Marudharan",Pradeep Haldankar,Ram Maheshwari,,,3,180.0,13.33.87.143,0.16940593719482422,8 August 1980,India
Mahjong Heroes,Siu-Lam Tang,Kamber Huang,Pei-Chuan Li,"Erh-ching Chien,Hui-Chi Li,Runme Shaw,Ming Tso,Chia-wen Wen",,3,180.0,13.33.87.143,0.4551260471343994,22 December 1981,Hong Kong
La mitad del cielo,José Luis Alcaine,"Eduardo Fernández,Daniel Goldstein,Antonio Illán,Ricardo Steinberg",Manuel Gutiérrez Aragón,"Rosa Ortiz,Cristina Velasco",,3,180.0,13.33.87.143,0.19070005416870117,21 September 1986,"Spain,Spain,France,Canada,USA,Colombia,Hungary,Japan"
Paasa Paravaigal,,,Cochin Hanifa,,,3,180.0,13.33.87.143,0.20239591598510742,,
Your Smiling Face,Tai-Hsiang Li,Dao Ha,Chung Hsun Tu,Mou Shan Huang,,3,180.0,13.33.87.143,0.12150979042053223,25 May 1979,Taiwan
A King and His Movie,Esteban Courtalon,"Adrián Alvarez,José Trela",Carlos Sorin,"Gustavo Guido,Jorge Sivori,Alberto Tasselli",,3,180.0,13.33.87.143,0.19955205917358398,28 August 1986,"Argentina,USA,France,Canada,Japan"
Utaniyorum,Mustafa Yilmaz,,Melih Gülgen,,,3,180.0,13.33.87.143,0.14064288139343262,  1984,Turkey
Bishimai nikudorei,Kôichi Suzuki,"Masaji Hosoi,Masatsugu Hosoi",Katsuhiko Fujii,,,3,180.0,13.33.87.143,0.1708228588104248,18 January 1986,Japan
Days of Inspector Ambrosio,Danilo Desideri,,Sergio Corbucci,"Mimmola Girosi,Pietro Innocenti,Fiorella Lugli,Francesco Marras",,3,180.0,13.33.87.143,0.1588609218597412,21 October 1988,"Italy,West Germany"
Ein irres Feeling,"Lisa Boray,Drafi Deutscher",Thomas Schlosser,Nikolai Müllerschön,Vera Gebhardt,,3,180.0,13.33.87.143,0.09977912902832031,23 November 1984,West Germany
Beyond the Universe,"Robert Emenegger,Allan Sandler",,Robert Emenegger,"Steve Litt,Art Monzo,Greg Pierce,Bill Sheehy",,3,180.0,13.33.87.143,0.16586518287658691,1 January 1981,USA
Sinatra,Teresa Alcocer,"Ricard Casals,Juan Fernández,Jaume Meléndez,Licio Marcos de Oliveira",Francesc Betriu,"Cristina Chopo,Ángeles Sánchez",,3,180.0,13.33.87.143,0.21934223175048828,13 May 1988,Spain
Return Fire,Dan Goodman,,Neil Callaghan,Bruce Dowling,,3,180.0,13.33.87.143,0.17157912254333496,6 December 1988,"Philippines,West Germany,Japan,Philippines"
Csak semmi pánik...,,Miklós Schmelcz,"István Bujtor,Sándor Szönyi G.",Judit Keklár,,3,180.0,13.33.87.143,0.22007513046264648,19 August 1982,"Hungary,East Germany"
The Pursuit of Happiness,Michael Edols,,Martha Ansara,,,3,180.0,13.33.87.143,0.13290190696716309,,
La muerte de Mikel,"Javier Aguirresarobe,Imanol Uribe","Jesús Julián Fernández Urbina,Jaume Santacana,Francisco G. Siurana",Imanol Uribe,"Iñaki Bruña,Josep M. Civit,Gonzalo F. Berridi,Antonio Felices,Xavier Gil,Carlos Miguel,Manolo Olver,Vicente Ramírez,Iñaki Ros,Miguel Sabido",,3,180.0,13.33.87.143,0.27866196632385254,17 February 1984,"Spain,Spain,France,West Germany,Argentina"
Achha Bura,Jaywant Pathare,"George D'Cruz,Mangesh Desai,Liyaqat Ali Khan,Mivar H. Patel,Sakharam Patil,Kuldip Sood",Hrishikesh Mukherjee,"Suresh Kamat,Ajit Pradhan,Sanjeeva Sood",,3,180.0,13.33.87.143,0.1411750316619873,17 September 1983,India
Buddies,David Eggby,"Peter Barker,Julian Ellingworth,Phil Judd,Marc van Buuren,Keir Welch,Karin Whittington",Arch Nicholson,"Karen Foster,Leslie Mannison",,3,180.0,13.33.87.143,0.1928391456604004,24 October 1988,UK
Trohonomos... Varvara,,Stavros Kranidis,Omiros Efstratiadis,Giota Papathanasiou,,3,180.0,13.33.87.143,0.1842641830444336,  1981,Greece
Manakanakku,,,G.N. Rangarajan,,,3,180.0,13.33.87.143,0.10620331764221191,14 June 1986,India
The Census Taker,The Residents,"George Escalera,Jeff Nelson",Bruce R. Cook,Harry Moreau,,3,180.0,13.33.87.143,0.15282201766967773,23 January 1984,USA
Pick-Up Girls,,,Jesús Franco,,,3,180.0,13.33.87.143,0.12538599967956543,27 September 1981,Spain
Umudumuz Saban,Memduh Ün,,Kartal Tibet,,,3,180.0,13.33.87.143,0.16912078857421875,,
Les rois du gag,,"Pascal Guégan,Philippe Guégan,Roland Neunreuther",Claude Zidi,,,3,180.0,13.33.87.143,0.2091069221496582,12 March 1985,France
Wild Horse Hank,Paul Hoffert,"Michael Clark,Christian T. Cooke,Terry Cooke",Eric Till,,,3,180.0,13.33.87.143,0.18668293952941895,20 March 1981,East Germany
The Wars,Glenn Gould,"Frances Balogh,Denis Boucher,Michael Cavadias,Jedd Dale,John Davey,Charles Dunlop,Judy Koonar,Kieron Mcnamara,Jean Parisien,Arline Smith,Val Stefoff,Miki Van Zwanenberg,Dan Wladyka",Robin Phillips,"Charles Bernier,Ursula Brooke,David Charles,Sharon Purdy,Debi Weldon",,3,180.0,13.33.87.143,0.21844100952148438,20 March 1983,"West Germany,Canada"
