film,prod_team,dir_team,director,camera_team,prod_manage_team,depth,download_timeout,download_slot,download_latency,year,country
Broken Arrow,Peter Levy,"Carla Allen,Kevin Bartnof,Bob Beemer,Bill W. Benton,Christopher Boyes,Fred Burke,Rick Canelli,Alessandra Carlino,Chris Carpenter,Midge Costin,Teri E. Dorman,Juno J. Ellis,John P. Fasal,Marva Fucci,Gary Gegan,Thomas Giordano,Eric Gotthelf,Ron Grafton,Robin Harlan,Matthew Harrison,Doug Hemphill,Denise Horta,Frank Howard,Rick Howe,Chris Ingram,Suhail Kafity,Andy Kopetzky,James Likowski,Victoria Martin,F. Hudson Miller,Michael Mirkovich,Sarah Monat,Peggy Names,Thomas J. O'Connell,Maggie Ostroff,David M. Ronne,Catherine Rowe,Earl Sampson,Christopher C. Schiavo,Denis St. Amand,Greg Thompson,George Watters II,Jay Wilkinson,Jeffrey A. Williams,Gary Wright,Jennifer Phillips",John Woo,"Marsha Barton,Mellissa Berry,Ed Fincher,Jorge J. González,Barry Kellogg,Dan Moore,Debbie Travis,Mark J. Weitzman,Damien Quinn",,3,180.0,13.33.87.143,0.1242983341217041,5 February 1996,"USA,USA,Germany,Turkey,Belgium,France,Switzerland,Poland,Sweden,Japan,Finland,Greece,Spain,Australia,Italy,Netherlands,Brazil,UK,Ireland,Norway,Argentina,Hungary,Hong Kong,Portugal,Denmark,South Korea,Philippines,Portugal"
The War of the Roses,Stephen H. Burum,"Christopher E. Bennett,Bill W. Benton,John Brilhante,Clayton Collins,Don Coufal,Valerie Davidson,John Duvall,Gary Gegan,Sarah Goldsmith,Laura Graham,Douglas Greenfield,Hilda Hodges,Matthew Iadarola,John Keating,Kerie Kimbrell,Michael J. Kohut,Elliott Koretz,Michael Magill,Randy McDonald,Chuck Michael,Jeanine Schaack,Dan Sharp,Leslie Shatz,Rachel Shaw,Mary Ann Skweres,Alicia Stevenson,David E. Stone,Renee Tondelli,Jennifer L. Ware,Jeff Wexler,Marian Wilde,Marty Church,Bill Rojas,Renee Tondelli",Danny DeVito,"Oda Groeschel,Janis Mekaelian,G. Tony Scarano",,3,180.0,13.33.87.143,0.6040658950805664,4 December 1989,"USA,USA,USA,Australia,Peru,Taiwan,Argentina,West Germany,France,Greece,UK,Sweden,Brazil,Spain,Ireland,Netherlands,Denmark,Portugal,Finland,Hungary,Japan,Philippines,Turkey,South Korea"
Arachnophobia,Mikael Salomon,"Jane Alden,James Ashwill,Ed Bannon,Kevin Bartnof,Ellen Blain,Steve Borne,Cathy Cavadini,Judi M. Durand,Mary Erstad,Bruce Foster,Richard Friedman,Chasen Hampton,William Hartman,Doris Hess,Hilda Hodges,Larry Hopkins,David J. Hudson,Allen Hurd,Dave Ice,Robert Jackson,Ronald Jackson,Roxanne Jones,Ron Judkins,R.J. Kizer,Rocky Krakoff,Jimmy Ling,Christina MacGregor,Tom C. McCarthy,Randy McDonald,Ryan McWhorter,Mel Metcalfe,Terry Porter,David Randolph,Gary Schwartz,La Gloria Scott,Tanya Sharp David,Don S. Walden,Christopher T. Welch,David Williams,Destiny Borden,Oscar Mitt",Frank Marshall,"Elaine Maser,David S. Powell",,3,180.0,13.33.87.143,0.18573498725891113,18 July 1990,"USA,Argentina,Netherlands,Australia,UK,Ireland,Germany,Finland,Colombia,Denmark,Spain,Portugal,Hungary,Sweden,Turkey,Brazil,Japan,France,Greece"
Michael Collins,Elliot Goldenthal,"Terry Apsey,Martin Asbury,David Balfour,Ken Barley,Triona Coen,Mike Deegan,Jim Dunleavy,Tommy Dunne,Monica Frawley,Paul Hedges,Mick Kearns,Michael King,John Lanzer,Adrienne Michel-Long,John Neligan,John New,Ron Newvell,Mike Nugent,William O'Brien,Jimmy O'Meara,Laurence O'Toole,Samantha Plaisted,Simon Redmond,Mairead Sandford,Justin Scoppa Jr.,Emma Scott,Ken Stachini,Adrian Start,Ron von Blomberg,Derek Wallace,John Wells,June Connon,Alan Gilmore,Frank Matthews,Shane McEnroe,Gary McGinty",Neil Jordan,"Jill Dempsey,Romany Turner,Gillian Reynolds",,3,180.0,13.33.87.143,0.10509896278381348,28 August 1996,"Italy,Canada,USA,USA,Canada,USA,UK,Ireland,New Zealand,Italy,Australia,Denmark,Norway,South Korea,Spain,Portugal,Finland,South Africa,Poland,Sweden,Estonia,Czech Republic,Turkey,Japan,Singapore,Slovenia,Netherlands,Germany,Hungary,Austria,Argentina,France,Brazil,France,Greece,Australia"
Singles,"Tak Fujimoto,Ueli Steiger","Barbara Barnaby,Pamela Bentkowski,Ed Callahan,Catherine Calleson,Christine Danelski,Jay Dranch,Ann Ducommun,Christopher Flick,Sukey Fontelieu,Cynthia Haagens,Ellen Heuer,Michael Jiron,Richard King,Dave Kulczycki,Cliff Latimer,Robert J. Litt,Melissa Lytle,Michael Magill,Art Rochester,Joan Rowe,Greg P. Russell,Douglas J. Schulman,Craig Weintraub,David Behle",Cameron Crowe,"Donah Bassett,Craig Conwell,Tommy Dorsett,Bob Putynkowski,Curt Schulkey",,3,180.0,13.33.87.143,0.12728309631347656,18 September 1992,"USA,Peru,Sweden,UK,Brazil,Argentina,Japan,Germany,Finland,France,Denmark,Netherlands,Australia,Portugal,Hungary,Turkey,Spain,Greece"
Baby's Day Out,Thomas E. Ackerman,"Sandina Bailo-Lape,Tom Barwick,Sara Bolder,Christopher Boyes,Lindakay Brown,Lisa Chino,Teresa Eckton,Andre Fenley,Ken Fischer,J.R. Grubbs,Ruth Hasty,Richard Hymns,Robert Jackson,Donna Jaffe,Ron Judkins,Kevin Rose-Williams,Gary Rydstrom,Michael Silvers,Lisa Anne Storer,Gary Summers,Dennie Thorpe,Pam Uzzell,Ethan Van der Ryn,Jana Vance,Maia Veres,Hugh Waddell,Gwendolyn Yates Whittle,Cory Coken,Sean England,Samuel H. Hinckley,Steve Kraus,Ronald G. Roumas",Patrick Read Johnson,"Susanna Griffith,Barbara Harris,Regina Prokop,Barbara L. Roche,Dan Shaner",,3,180.0,13.33.87.143,0.1851949691772461,  1994,"Russia,USA,South Korea,UK,Ireland,Spain,Portugal,Philippines,Germany,Netherlands,Sweden,France,Estonia,Colombia,Hungary,Australia,Denmark,Romania,Argentina,Brazil,Finland,Poland,Japan"
The Lover,Gabriel Yared,"Eric Bourges,Jean-René Coulon,Mat Troi Day,Sophie Martel,Christian Portal,Maxime Rebière",Jean-Jacques Annaud,Jean-Daniel Vuillermoz,,3,180.0,13.33.87.143,0.16524195671081543,22 January 1992,"France,Belgium,Turkey,Germany,Spain,Netherlands,Japan,Portugal,UK,South Korea,Denmark,Argentina,Ireland,Finland,Hungary,Sweden,Uruguay,USA,Brazil,Australia,Russia,Hong Kong"
"The Cook, the Thief, His Wife & Her Lover",Michael Nyman,"Jonathan Agnew,Michael Bleasdale,Bas Boone,John Bramble,Michael Calin,Paul Connell,Anthony Costin,Michel De Graaf,Wieger De Jong,Constance de Vos,Sophie Fiennes,Steve Hall,Paul Harrison,Daniel Harvey,Charley Hayward,Michael Howells,Lidewij Kapteijn,Alexander Kasterine,Maarten Piersma,Claudia Valentijn,Wilbert Van Dorp,Dory van Noort,Ank Van Straalen,Coen Verbeek,Paul Wilkins,Nigel Worlidge",Peter Greenaway,"Karen Lindsay-Stewart,Ineke de Vos",,3,180.0,13.33.87.143,0.17047381401062012,4 September 1989,"Italy,Canada,Spain,UK,France,Belgium,Greece,West Germany,Netherlands,Italy,Portugal,Australia,Portugal,USA,Denmark,Argentina,Sweden,Japan,Hong Kong,Canada,Taiwan,Hungary,Finland,Iceland,Peru,Turkey,Greece,Portugal,Sweden,Peru,Italy"
To Die For,Eric Alan Edwards,"Peter Appleton,Kelley Baker,Mary Bauer,Denis Bellingham,David A. Cohen,Robert Fernandez,J. Paul Huntsman,Bill Jackson,Owen Langevin,Parker Logan,Jennifer Myers,David Parker,Philip Rogers,Michael Semanick,Burton Sharp,Concha Solano,Jim Thompson,Michael Barnitt,Bruce Lacey,Linda Lew,Rob Whitehurst,Patrick Winters",Gus Van Sant,"Kim W. Chow,Nail Rockett,Delphine White,Alexis Scott",,3,180.0,13.33.87.143,0.17189311981201172,20 May 1995,"France,Canada,Italy,Canada,USA,USA,Spain,UK,Ireland,Argentina,Portugal,France,Germany,Greece,Denmark,Finland,Sweden,Netherlands,South Korea,Australia,Turkey,Hong Kong,Brazil,Poland,Japan,Hungary,France"
Heavenly Creatures,Peter Dasent,"Meryl Cronin,Brendan Devlin,Sue Franks,Jacqueline Gavin,Rob Gordon,Bev Hinchey,Dean Hudson,James Johnston,Erana Kennedy,Nigel Thomas Kerr,Ian McDonald,Mac McDonald,Mark McEntyre,Joyce Palmer,Maurice Quin,Jovanka Rarm,Christian Rivers,David Turner,Ken Turner,Ron Turner,Bodhi Vincent",Peter Jackson,"Bryce Campbell,John Hubbard,Ros Hubbard,Liz Mullane",,3,180.0,13.33.87.143,0.13768911361694336,8 September 1994,"Italy,Canada,USA,New Zealand,USA,Germany,Switzerland,Australia,UK,Netherlands,Italy,Spain,Brazil,Japan,Slovenia,Finland,Denmark,Argentina,France,Norway,Sweden,Hungary,Mexico,Australia,Hong Kong,Greece,Poland,USA,France"
Sleepless in Seattle,Sven Nykvist,"Bob Balzarini,Louis Bertini,Stan Bochner,Kay Colvin,Lee Dichter,Dan Edelstein,Harriet Fidlow,Kirk Francis,Larry Hoff,Kenton Jakub,Richard King,Michael Kirchberger,Dan Korintus,Eytan Mirsky,James H. Nau,Bitty O'Sullivan-Smith,Warren Shaw,Mychal Smith,Paul P. Soucek,Ira Spiegel,David Wahnon,Larry Hopkins,Ferenc Lukács,Tony Martinez",Nora Ephron,"Eve Battaglia,Amy Caton-Ford,Judie Fixler,Aleen Keshishian,Laura Rosenthal,Jodi Rothfield,Katie Ryan,Tina Kerr,Mark A. Ridge",,3,180.0,13.33.87.143,0.766284704208374,25 June 1993,"USA,Australia,Germany,Finland,Denmark,UK,Ireland,Hong Kong,Italy,Sweden,Argentina,Hungary,Czech Republic,Spain,Turkey,France,Greece,Portugal,Brazil,Netherlands,Japan,South Korea,Estonia,Russia,UK,Ireland,South Korea"
Outbreak,Michael Ballhaus,"James Ashwill,Petra Bach,Robert Batha,Gregg Baxter,Bob Beher,Lon Bender,Burtis Bills,David E. Campbell,Paul Timothy Carden,Clayton Collins,Michael P. Cook,Gabriel Cubos,Dino Dimuro,Rickley W. Dumm,Todd Egan,William G. Flick,Patrick J. Foley,Scott Martin Gershin,Nerses Gezalyan,Hector C. Gika,Sarah Goldsmith,Laura Graham,Tim Groseclose,Gary A. Hecker,Dan Hegeman,Michael Herbick,Chris Hogan,Holly Huckins,Craig S. Jaeger,Doc Kane,Constance A. Kazmer,Randy Kelley,Larry Kemp,Pamela G. Kimber,Lou Kleinman,David Kneupper,Peter J. Lehman,Richard Lightstone,Andrew London,Brian McPherson,Donald O. Mitchell,Frank A. Montaño,Glenn T. Morgan,Dan O'Connell,Thomas J. O'Connell,Thomas O'Neil Younkman,Mark Ormandy,Alan Rankin,John T. Reitz,John Rice,Dan M. Rich,Bruce Richardson,Jay B. Richardson,Gregg Rudloff,David Stanke,Wylie Stateman,Peter Michael Sullivan,Mark Ulano,Bill Voigtlander,Kim Waugh,Michael D. Wilhoit,Christopher Assells,Robert Gravenor,Dave McMoyler,Fred Peck III",Wolfgang Petersen,"Greg Hall,Mitchell Ray Kenney,Donna M. Marcione,Tom Numbers,Kelly Porter,Linda Serijan,Mark J. Weitzman,John M. 'Jack' Wright,Leticia Sandoval",,3,180.0,13.33.87.143,0.10471177101135254,6 March 1995,"USA,USA,South Korea,Germany,Denmark,Finland,Taiwan,Australia,Brazil,Spain,Sweden,France,Italy,Netherlands,Ireland,Portugal,Philippines,UK,Norway,Poland,Japan,Argentina,Turkey,Hungary,Greece,Russia"
Edward Scissorhands,Stefan Czapsky,"Vanessa Theme Ament,Richard L. Anderson,Mary Andrews,Michael Barnitt,Michael J. Benavente,Mike Chock,James Christopher,Robert Deschaine,Warren Hamilton Jr.,Petur Hliddal,Stanley Kastner,Chet Leonard,Steve Maslow,Kathy McCart,Heather McPherson,Oscar Mitt,Sonny Pettijohn,John Pospisil,Eric Potter,Gary Ritchie,Earl Sampson,David E. Stone,Ralph Stuart,David W. Alstadter,Steve Lee,Donald C. Rogers",Tim Burton,"Kathy Bird,David Davenport,Nancy McArdle,Ray Summers",,3,180.0,13.33.87.143,0.10026788711547852,6 December 1990,"USA,USA,USA,Argentina,Australia,France,Spain,Germany,Italy,Turkey,Portugal,Brazil,Hungary,South Korea,Denmark,Finland,Japan,UK,Ireland,Netherlands,Norway,Greece,Sweden,Colombia,Poland,Russia,Netherlands"
Robin Hood: Prince of Thieves,Douglas Milsome,"David A. Arnold,John H. Arrufat,Anna Behlmer,Beth Bergeron,Stu Bernstein,Desmond Cannon,Margaret Carlton,Jane E. Carpenter,Simon Coke,Jeff Courtie,Carmen Flores De Tanis,Lily Diamond,Michael Dressel,Sukey Fontelieu,Jessica Gallavan,Teresa Garcia,Robert Grieve,Wayne Griffin,John Haeny,Kimberly Harris,Allen Hartz,Robert Heffernan,Doug Hemphill,Ellen Heuer,Larry Hopkins,J. Paul Huntsman,Chris Jenkins,Jonathan Klein,Steve Mann,Paul Massey,James Matheny,Matthew C. May,Joseph A. Mayer,Lisa Miller,Chris Munro,John Murray,Dan O'Connell,Judy Oseransky,John Roesch,Monique Salvato,Carolann Sanchez-Shapiro,Jeanine Schaack,Roy Seeger,Frank Smathers,Mark Smith,Alicia Stevenson,Linda Symcox,David Williams,James Allen,David W. Alstadter,Joe Dorn,David R. Finkelstein,Dennis Leonard,Courtenay Marvin,Magic A. Moreno,Greg Orloff,Roy Seeger,Otto Snel,Lionel Strutt,Carolyn Tapp",Kevin Reynolds,"Joss Agnew,Brent Eldridge,Peter Hollywood,Michael Kelly,Carole A. Kenneally,Alexandra Leviloff,Jonathan Lucas,Robert C. Lusted,Marcus Manton,Bob Putynkowski,Gladys Vega,Glenn Richard Côté",,3,180.0,13.33.87.143,0.12743282318115234,14 June 1991,"Canada,USA,Spain,Australia,Brazil,Finland,South Korea,Sweden,Peru,Philippines,UK,Ireland,Japan,France,Portugal,Netherlands,Denmark,Argentina,Germany,Poland,Turkey,Czechoslovakia,Hungary"
Life Is Beautiful,Nicola Piovani,"Emanuela Alteri,Rosario Calascibetta,Paolo Cameli,Alberto Ciolfi,Vito Consoli,Maurizio di Clemente,Edoardo Di Iorio,Ivano Gatti,Roberto Magagnini,Carlo Maggi,Paola Mugnai,Sabina Palermo,Maurizio Sabatini,Romolo Severi,Marcello Turco,Luigi Urbani,Fernando Valento,Luca Ferretti,Stephen Andrew Schwartz,Francesco Valento",Roberto Benigni,"Mark Bennett,Savannah Haske,Christina Rosati,Vania Arcangeli,David H. Kramer",,3,180.0,13.33.87.143,0.10942292213439941,20 December 1997,"Italy,Romania,France,Canada,Greece,Canada,Canada,Belgium,Switzerland,France,USA,USA,Canada,Greece,Germany,Austria,Serbia,Netherlands,Finland,Norway,Australia,Slovenia,Portugal,Sweden,Iceland,Brazil,UK,USA,Argentina,Denmark,Spain,Turkey,Hong Kong,Colombia,New Zealand,South Korea,Iceland,Poland,Thailand,Czech Republic,Malaysia,Slovakia,Hungary,Japan,Estonia,Russia,USA,Taiwan,France"
There Goes My Baby,"Danford B. Greene,Maysie Hoy","Ron Cooper,Norval D. Crutcher III,Samuel C. Crutcher,G.W. Davis,Leigh French,Suzanne Geary,Gary Gegan,Eric Gotthelf,Robert Heffernan,Ellen Heuer,Matthew Iadarola,Trevor Jolly,Suhail Kafity,Stanley Kastner,Elizabeth Kenton,Christopher Moriana,Bob O'Brien,William Randall,William M. Randall,Charleen Richards,Jill Schachne,Rodney Sharpp,Bill Shotland,Janelle Showalter,Randy Singer,Robert Ulrich,Barbara Vickers",Floyd Mutrux,"Dan Bronson,Jennifer Dixon,Daniel Orlandi,Mary Elizabeth Still",,3,180.0,13.33.87.143,0.22670292854309082,August 1994,"Canada,USA,Sweden,Germany,Greece,Japan,Hungary,Spain"
Kai xin gui jing ling,,,Ho Wai Lau,,,3,180.0,13.33.87.143,0.1466670036315918,27 November 1986,"Hong Kong,Japan"
Yin ji,"Chin Yung Shing,Wei-Yeh Shing","Alan Chung San Chui,Chin-Lai Sung",Chiu Lee,,,3,180.0,13.33.87.143,0.22655987739562988,19 February 1982,"Hong Kong,USA"
Adima Changala,,,A.B. Raj,,,3,180.0,13.33.87.143,0.1279449462890625,,
Smoke 'Em If You Got 'Em,Leik Peederson,"Peter Frost,Charlie Sandford",Ray Boseley,"Richard Carroll,Jane Karslake",,3,180.0,13.33.87.143,0.1664447784423828,11 September 1988,"Canada,Australia,Australia,Australia"
The 36 Deadly Styles,,,Joseph Kuo,,,3,180.0,13.33.87.143,0.20526719093322754,23 July 1982,West Germany
Golyamoto noshtno kapane,Simeon Pironkov,"Krasimir Rizov,Yordan Stoyanov",Binka Zhelyazkova,"Lyubka Madzharova,Vasilka Stamenova",,3,180.0,13.33.87.143,0.15777015686035156,1 December 1980,"Bulgaria,Hungary,Portugal"
Cyborg 009: Legend of the Super Galaxy,,,Masayuki Akehi,,,3,180.0,13.33.87.143,0.12657713890075684,20 December 1980,"Japan,USA,Switzerland,India,Republic of Macedonia,Canada"
Le café des Jules,Roland Vincent,"Martin Boissau,Antoine Bonfanti,Yann Le Mapihan",Paul Vecchiali,,,3,180.0,13.33.87.143,0.12748098373413086,May 1988,"France,France,Portugal,France"
Plastposen,"Geir Bøhren,Bent Åserud","Jon Arvesen,Guri Giæver,Øyvind Gulliksen,Hans Gunnarson,Horst Molkenbur,Harald Norberg,Hege Palm,Berit Øhrvik",Hans Otto Nicolayssen,"Karl Erik Ruud,Morten Skallerud",,3,180.0,13.33.87.143,0.2157149314880371,26 December 1986,Norway
The Living Koheiji,"Kiyohiko Fukuhara,Kiyohiko Senba","Shigeru Amachi,Ryoichi Kamon,Yoshinobu Nishioka",Nobuo Nakagawa,,,3,180.0,13.33.87.143,0.1178278923034668,4 September 1982,"Japan,Austria,Hong Kong"
La smala,Michel Goglat,"Jean-Jacques Gernolle,Christian Portal,Hugues Tissandier",Jean-Loup Hubert,Sophie Breton,,3,180.0,13.33.87.143,0.16236114501953125,29 August 1984,France
Menu total,Christoph Schlingensief,,Christoph Schlingensief,,,3,180.0,13.33.87.143,0.1311321258544922,20 February 1986,"West Germany,Germany"
Sure Death Revenge,,,Kinji Fukasaku,,,3,180.0,13.33.87.143,0.23258018493652344,6 June 1987,Japan
Tiger and Crane Shaolin Kung Fu,,,See-Yuen Ng,,,3,180.0,13.33.87.143,0.12756085395812988,,
Becoming Orgasmic: A Sexual Growth Program for Women,,,Lucy Winer,,,3,180.0,13.33.87.143,0.13142919540405273,  1993,"USA,UK"
Abhayam Thedi,,,I.V. Sasi,,,3,180.0,13.33.87.143,0.1513819694519043,7 February 1986,India
Shame,,,Elwood Perez,,,3,180.0,13.33.87.143,0.15631723403930664,30 June 1983,Philippines
S lyubimymi ne rasstavaytes,,Leonid Veitkov,Pavel Arsyonov,Konstantin Krimets,,3,180.0,13.33.87.143,0.1846778392791748,7 July 1980,"Soviet Union,Hungary"
Coconuts,Frank Brühne,"Heiner Harss,Helmut Junker,Mel Kutbay,Paul Schöler",Franz Novotny,"Brigitte Hirsch,Drago Klincic,Elisabeth Stulecker",,3,180.0,13.33.87.143,0.1560990810394287,January 1985,"Austria,West Germany,Japan"
Bearn o la sala de las muñecas,Francisco Guerrero,Nacho Fernández,Jaime Chávarri,"Alfredo Matas,Carlos Saura Medrano",,3,180.0,13.33.87.143,0.1471560001373291,14 April 1983,"Spain,USA"
Lev Tolstoy,,"Valentin Khlobynin,Pavol Sasík",Sergey Gerasimov,,,3,180.0,13.33.87.143,0.26886916160583496,26 October 1984,"Soviet Union,Czechoslovakia,Finland"
Aag Hi Aag,Nadeem Khan,"Dahyabhai Patel,Prakash Tade",Shibu Mitra,,,3,180.0,13.33.87.143,0.16187119483947754,3 April 1987,India
Bobbili Puli,K. Chakravarthy,,Narayana Rao Dasari,,,3,180.0,13.33.87.143,0.18772196769714355,,
Fact,,,Almantas Grikevicius,,,3,180.0,13.33.87.143,0.15884804725646973,May 1981,"France,Soviet Union,Poland"
The Iron Hand of the Mafia,Stelvio Cipriani,"Marcello Anconetani,Giovanni Brescini,Firmino Palmieri",Roberto Girometti,Nadia Fabriani,,3,180.0,13.33.87.143,0.16815519332885742,,
Ça va faire mal,,"Paul Bertault,Dominique Davy,Jacques Gauron,Henri Humbert,Yves Laisné,Christel Micha",Jean-François Davy,"Annie Lemesle,Nicole Oudinot,Renée Richard",,3,180.0,13.33.87.143,0.17550992965698242,21 July 1982,France
El caso Almería,"José María Cunillés,Isabel Mulá","Federico Canudas,Tony Ochoa",Pedro Costa,"Julio Madurga,Carlos Miguel,Antonio Mulá,Ramón Perdiguero,Fulgencio Rodríguez,Miguel Ángel Rodríguez",,3,180.0,13.33.87.143,0.24062204360961914,26 January 1984,Spain
Los embarazados,,,Joaquín Coll Espona,,,3,180.0,13.33.87.143,0.2413487434387207,29 March 1982,Spain
Lontano da dove,"Giuseppe Auriemma,Renzo Rossellini,Sandro Silvestri","Claudio Bernabei,Harvey Waldman","Stefania Casini,Francesca Marciano","Alberto Altibrandi,Mario Massaccesi,Giancarlo Mereschini,William Moore,Agostino Pascarella,Mike Reed,Stefano Ricciotti,Botto Ruggero",,3,180.0,13.33.87.143,0.17800211906433105,7 September 1983,"Italy,Italy"
Init sa magdamag,"Vic del Rosario Jr.,Tony Gloria,Ramon Salvador",Santiago Garcia,Laurice Guillen,"Charlie Peralta,Delfin Teope,Danny Viray",,3,180.0,13.33.87.143,0.17610907554626465,22 September 1983,"Philippines,France"
"Pleasure Campus, Secret Games",Akira Suzuki,Akane Shiratori,Tatsumi Kumashiro,,,3,180.0,13.33.87.143,0.15059113502502441,21 November 1980,Japan
Manushya Mrugam,,,Baby,,,3,180.0,13.33.87.143,0.18165183067321777,,
Weiße Reise,,,Werner Schroeter,,,3,180.0,13.33.87.143,0.20740127563476562,6 February 1981,Portugal
Se tutto va bene siamo rovinati,,"Alberto Doni,Massimo Loffredi",Sergio Martino,,,3,180.0,13.33.87.143,0.14838814735412598,,
Akutoku no sakae,Hidehiro Ito,Tsugumi Kitaura,Akio Jissôji,Kenji Ushiba,,3,180.0,13.33.87.143,0.1481008529663086,27 August 1988,Japan
Mera Shikar,B. Lachman,,Keshu Ramsay,,,3,180.0,13.33.87.143,0.1773829460144043,,
Traveller,"Joe Comerford,Margaret Williams",,Joe Comerford,,,3,180.0,13.33.87.143,0.11312007904052734,18 September 1983,Portugal
El amor de mi vida,,,Joselito Rodríguez,,,3,180.0,13.33.87.143,0.19052505493164062,25 October 1979,Mexico
Anego,Toshiaki Tsushima,,Ryuichi Takamori,,,3,180.0,13.33.87.143,0.16363096237182617,9 November 1988,Japan
Sheng dan kuai le,,"Yat-Hung Chu,Wen-Hung Min",Clifton Ko,"Lik-Hang Chan,Yiu-San Kung,Sander Lee,Wai-Tong Leung,Ging-Jiu Lo,Tsou Lin Ou",,3,180.0,13.33.87.143,0.1188819408416748,12 December 1984,Hong Kong
Retreads,,Jerry Pope,James Connell,,,3,180.0,13.33.87.143,0.14064383506774902,,
Zivi bili pa vidjeli,,"Marijan Loncar,Mladen Prebil","Bruno Gamulin,Milivoj Puhlovski",Vesna Ocic-Hrkac,,3,180.0,13.33.87.143,0.16440081596374512,18 April 1979,"Yugoslavia,East Germany,Hungary"
Milan noir,Michel Portal,,Ronald Chammah,,,3,180.0,13.33.87.143,0.1279430389404297,17 September 1988,"Canada,France"
Not Since Casanova,Andreas Kossak,,Brett Thompson,Lois Trent-Bring,,3,180.0,13.33.87.143,0.16880178451538086,,
Vasantha Ragam,,,S.A. Chandrashekhar,,,3,180.0,13.33.87.143,0.17761707305908203,,
Vahsi kan,,,Çetin Inanç,,,3,180.0,13.33.87.143,0.18844318389892578,  1983,Turkey
Mere Baad,,,Vishwamitra,,,3,180.0,13.33.87.143,0.1788041591644287,  1988,India
Mahananda,,,Mohan Kavia,,,3,180.0,13.33.87.143,0.10620379447937012,1 January 1987,India
Ragile Gundelu,,,P. Chandrasekhara Reddy,,,3,180.0,13.33.87.143,0.12013602256774902,,
Maa Pallelo Gopaludu,,,Kodi Ramakrishna,,,3,180.0,13.33.87.143,0.1535639762878418,  1985,India
Doppelganger,Jan A.P. Kaczmarek,"Curtis Laseter,Iris Hazel Raluga",Avi Nesher,Patricia Peppard,,3,180.0,13.33.87.143,0.32360219955444336,January 1993,"France,Netherlands,USA,South Korea,Japan,France"
Through the Olive Trees,"Hossein Jafarian,Farhad Saba",Alireza Ansarian,Abbas Kiarostami,,,3,180.0,13.33.87.143,0.23284912109375,1 February 1994,"Iran,France,UK,Canada,Switzerland,Canada,Japan,Canada,USA,Austria,Brazil,UK,USA,Spain,France,Sweden,Spain,Japan,France,Sweden,Sweden,USA,Serbia and Montenegro,Netherlands,Portugal,Italy,Singapore,Italy,Russia,Czech Republic,Australia,Australia,Germany,Poland,India,Italy,UK,South Korea,Argentina,India,Brazil,Greece,Finland,Lithuania"
Kickboxer 4: The Aggressor,George Mooradian,"Dwayne Avery,Bruce Bell,Lee Burch,Thomas Burke,Liza Cornwall,Warren Croyle,Leigh French,Paul Holzborn,Lee Howell,Tom Lalley,Diane Linn,Brian D. Lucas,Dave Maiden,John Post,Tom Ruff,James Seltenreich,Warren Smith,Ann L. Thornberg,David Lewis Yewdall,Lisa Howes Yewdall",Albert Pyun,"Maribel Amador,Fara Beadle,Laurie Hudson",,3,180.0,13.33.87.143,0.1907041072845459,3 March 1994,"Germany,South Korea,USA,Japan"
Face,Fred Tammes,"Tim Alban,Paula Boram,Felicity Cottrell,Simon Firsht,Jim Greenhorn,Steve Mayer,Roger Mitchell,Bernard O'Reilly,Jack Stew,Ruth Sullivan,Keith Tunney",Antonia Bird,Hermione Byrt,,3,180.0,13.33.87.143,0.20597314834594727,3 September 1997,"Italy,Canada,UK,Ireland,Iceland,Switzerland,Spain,Hungary,France,Germany,Belgium,Sweden,Singapore,Japan,Italy,Denmark,Brazil,Argentina,South Korea,Australia"
The Eighth Day,Pierre van Dormael,"Gert Beyns,Stephan Busschots,Guy Cantraine,Erick Caussin,Céline De Streel,Diane Delafontaine,Marie Eynard,André Fonsny,Anouk Francis,Claire Pierlot,Yvette Proszwimmer,Stephan Rubens,Bruno Ruwet,Didier Smidts,Gilbert Stoffyn,Laurent Stoffyn,Bart van Lint,Eric Verheyden,Ludo Volders,Charlie Cantraine,Patrick Dechesne",Jaco Van Dormael,"Gerda Diddens,Patrick Hella,Chantal Marchal,Brigitte Moidon,Justine Pellerin,Geneviève Robillard,Laurette Vankeerberghen",,3,180.0,13.33.87.143,0.42977118492126465,May 1996,"France,France,Canada,Argentina,Turkey,South Korea,Canada,USA,Italy,Spain,South Korea,UK,Netherlands,Germany,Sweden,USA,Singapore,Japan,Poland,Uruguay,Portugal,Denmark,Hong Kong,Mexico,Brazil,Hungary"
Hail Caesar,Roger Tallman,"Christopher H. Lawrence,Tanya Marten",Anthony Michael Hall,Eric Upshur,,3,180.0,13.33.87.143,0.24273896217346191,11 May 1994,"USA,Japan"
Playing Dangerous,Anthony G. Nakonechnyj,"Brian Hackler,Brent Kriest,Sunny Meyer,Fred Schultz,Gunnar Ted Walter",Lawrence Lanoff,"Marc D'Andre,Billy A. Fox",,3,180.0,13.33.87.143,0.16307377815246582,29 April 1995,"South Korea,USA"
